Step,Energy,RMSD
-1,-1672600.7662675476,0.06500852442600036
0,-1672600.7321556425,0.06500852442600036
1,-1672600.7301311886,0.012827176412048127
2,-1672600.7320790908,0.012827176412048127
3,-1672600.7341564079,0.012827176412048127
4,-1672600.739797627,0.012827176412048127
5,-1672600.741925532,0.012827176412048127
6,-1672600.7482259728,0.012827176412048127
7,-1672600.747842245,0.012827176412048127
8,-1672600.74274695,0.012827176412048127
9,-1672600.738035721,0.012827176412048127
10,-1672600.7390616406,0.012827176412048127
11,-1672600.7432456973,0.012827176412048127
12,-1672600.730675924,0.012827176412048127
13,-1672600.7248542586,0.012827176412048127
14,-1672600.7240186236,0.012827176412048127
15,-1672600.7169244664,0.012827176412048127
16,-1672600.7169514406,0.012827176412048127
17,-1672600.7132613398,0.012827176412048127
18,-1672600.7147547584,0.012827176412048127
19,-1672600.722578265,0.012827176412048127
20,-1672600.767197842,0.012827176412048127
21,-1672600.7253031859,0.012827176412048127
22,-1672600.7561792214,0.012827176412048127
23,-1672600.7139301575,0.012827176412048127
24,-1672600.7187807213,0.012827176412048127
25,-1672600.7214941408,0.012827176412048127
26,-1672600.7227089899,0.012827176412048127
27,-1672600.7245134392,0.012827176412048127
28,-1672600.722894626,0.012827176412048127
29,-1672600.7298649643,0.012827176412048127
30,-1672600.7853670127,0.012827176412048127
31,-1672600.779965787,0.012827176412048127
32,-1672600.7430460695,0.012827176412048127
33,-1672600.7259349346,0.012827176412048127
34,-1672600.7350505653,0.012827176412048127
35,-1672600.7283440097,0.012827176412048127
36,-1672600.7357276715,0.012827176412048127
37,-1672600.731279689,0.012827176412048127
38,-1672600.7368021791,0.012827176412048127
39,-1672600.7310791824,0.012827176412048127
40,-1672600.7395163137,0.012827176412048127
41,-1672600.7409192862,0.012827176412048127
42,-1672600.738640614,0.012827176412048127
43,-1672600.7369460086,0.012827176412048127
44,-1672600.7447102857,0.012827176412048127
45,-1672600.7484032796,0.012827176412048127
46,-1672600.7438656115,0.012827176412048127
47,-1672600.7444362114,0.012827176412048127
48,-1672600.741701117,0.012827176412048127
49,-1672600.7300856842,0.012827176412048127
50,-1672600.7303977648,0.012827176412048127
51,-1672600.7318825468,0.012481132786826585
52,-1672600.7381960445,0.012481132786826585
53,-1672600.780010884,0.012481132786826585
54,-1672600.7469403609,0.012481132786826585
55,-1672600.7701895616,0.012481132786826585
56,-1672600.7713132456,0.012481132786826585
57,-1672600.7733470218,0.012481132786826585
58,-1672600.77911299,0.012481132786826585
59,-1672600.7718247971,0.012481132786826585
60,-1672600.7235240955,0.012481132786826585
61,-1672600.7277998135,0.012481132786826585
62,-1672600.7220112188,0.012481132786826585
63,-1672600.7275746216,0.012481132786826585
64,-1672600.7323376196,0.012481132786826585
65,-1672600.7252649984,0.012481132786826585
66,-1672600.7202396044,0.012481132786826585
67,-1672600.720129195,0.012481132786826585
68,-1672600.7234087712,0.012481132786826585
69,-1672600.7096105202,0.012481132786826585
70,-1672600.713253992,0.012481132786826585
71,-1672600.7131400236,0.012481132786826585
72,-1672600.7258291417,0.012481132786826585
73,-1672600.7257329004,0.012481132786826585
74,-1672600.7305566713,0.012481132786826585
75,-1672600.7544004829,0.012481132786826585
76,-1672600.7286111757,0.012481132786826585
77,-1672600.7422970291,0.012481132786826585
78,-1672600.745024226,0.012481132786826585
79,-1672600.753383451,0.012481132786826585
80,-1672600.7069048674,0.012481132786826585
81,-1672600.710112775,0.012481132786826585
82,-1672600.707440949,0.012481132786826585
83,-1672600.757855162,0.012481132786826585
84,-1672600.731369372,0.012481132786826585
85,-1672600.7503328833,0.012481132786826585
86,-1672600.7323606112,0.012481132786826585
87,-1672600.7234734993,0.012481132786826585
88,-1672600.7305837658,0.012481132786826585
89,-1672600.7222741144,0.012481132786826585
90,-1672600.7682592971,0.012481132786826585
91,-1672600.7867117298,0.012481132786826585
92,-1672600.734359563,0.012481132786826585
93,-1672600.7331731257,0.012481132786826585
94,-1672600.7217710041,0.012481132786826585
95,-1672600.7233658042,0.012481132786826585
96,-1672600.7222542162,0.012481132786826585
97,-1672600.7379666737,0.012481132786826585
98,-1672600.759636499,0.012481132786826585
99,-1672600.7208327241,0.012481132786826585
100,-1672600.7245806225,0.012481132786826585
101,-1672600.7141808632,0.01393800678048174
102,-1672600.7039541048,0.01393800678048174
103,-1672600.713149855,0.01393800678048174
104,-1672600.7071584882,0.01393800678048174
105,-1672600.7118898253,0.01393800678048174
106,-1672600.7117040132,0.01393800678048174
107,-1672600.71519216,0.01393800678048174
108,-1672600.7286850275,0.01393800678048174
109,-1672600.7322141954,0.01393800678048174
110,-1672600.7438565395,0.01393800678048174
111,-1672600.7328324025,0.01393800678048174
112,-1672600.7291909647,0.01393800678048174
113,-1672600.7299233992,0.01393800678048174
114,-1672600.7358918546,0.01393800678048174
115,-1672600.7395855868,0.01393800678048174
116,-1672600.7399147216,0.01393800678048174
117,-1672600.747742223,0.01393800678048174
118,-1672600.7428758435,0.01393800678048174
119,-1672600.7369295452,0.01393800678048174
120,-1672600.7308626587,0.01393800678048174
121,-1672600.734265023,0.01393800678048174
122,-1672600.7313802761,0.01393800678048174
123,-1672600.7406289668,0.01393800678048174
124,-1672600.741958916,0.01393800678048174
125,-1672600.739408442,0.01393800678048174
126,-1672600.7430979575,0.01393800678048174
127,-1672600.7448893487,0.01393800678048174
128,-1672600.7449636718,0.01393800678048174
129,-1672600.7452943444,0.01393800678048174
130,-1672600.7502437776,0.01393800678048174
131,-1672600.7557041796,0.01393800678048174
132,-1672600.7503265992,0.01393800678048174
133,-1672600.7467793047,0.01393800678048174
134,-1672600.7379392497,0.01393800678048174
135,-1672600.7401432302,0.01393800678048174
136,-1672600.7366972335,0.01393800678048174
137,-1672600.7261821637,0.01393800678048174
138,-1672600.7205957652,0.01393800678048174
139,-1672600.7491388642,0.01393800678048174
140,-1672600.7038023127,0.01393800678048174
141,-1672600.712410284,0.01393800678048174
142,-1672600.7221037582,0.01393800678048174
143,-1672600.7288206893,0.01393800678048174
144,-1672600.728976256,0.01393800678048174
145,-1672600.7328968195,0.01393800678048174
146,-1672600.7277214627,0.01393800678048174
147,-1672600.7236711201,0.01393800678048174
148,-1672600.716879997,0.01393800678048174
149,-1672600.7086935486,0.01393800678048174
150,-1672600.7070094727,0.01393800678048174
151,-1672600.7184160105,0.0905173686410205
152,-1672600.7124738817,0.0905173686410205
153,-1672600.7049788425,0.0905173686410205
154,-1672600.71098742,0.0905173686410205
155,-1672600.699860584,0.0905173686410205
156,-1672600.7086150858,0.0905173686410205
157,-1672600.720559182,0.0905173686410205
158,-1672600.7253627197,0.0905173686410205
159,-1672600.7135365766,0.0905173686410205
160,-1672600.7252408497,0.0905173686410205
161,-1672600.7120365584,0.0905173686410205
162,-1672600.7112077307,0.0905173686410205
163,-1672600.7138374122,0.0905173686410205
164,-1672600.7345338017,0.0905173686410205
165,-1672600.7580158033,0.0905173686410205
166,-1672600.7207431595,0.0905173686410205
167,-1672600.7380670493,0.0905173686410205
168,-1672600.7300490614,0.0905173686410205
169,-1672600.727823545,0.0905173686410205
170,-1672600.7262557342,0.0905173686410205
171,-1672600.7275775967,0.0905173686410205
172,-1672600.7354232795,0.0905173686410205
173,-1672600.7344382505,0.0905173686410205
174,-1672600.7323482714,0.0905173686410205
175,-1672600.730405989,0.0905173686410205
176,-1672600.7263445603,0.0905173686410205
