DFT,MACE
-504319.5523565,-283.56912831972704
-504319.5524267,-283.5679663737125
-504316.8974614,-281.7014376917692
-504317.0996311,-282.2497617106368
-504317.159969,-282.14712769854304
-504317.1621472,-282.13660708479324
-504318.9686491,-283.1358209269111
-504317.1626295,-282.12791408817793
-504313.9868869,-280.1692701939457
-504314.5961426,-280.552229779321
-504315.6005293,-281.2352129400897
-504316.4362065,-281.7641377529318
-504317.3707455,-282.33185013006266
-504318.1714006,-282.7559179999883
-504317.0735967,-282.11659562035953
-504317.0736034,-282.1165385400725
-504317.0732162,-282.1165209230298
-504318.9686494,-283.1367971699509
-504318.0176678,-282.60755977117367
-738376.8454903,-279.4744505028923
-741930.4938,-280.22718222531756
-740771.5717841,-280.12952548646496
-740711.1420597,-280.12092351242774
-504316.7483428,-281.9267334775446
-504317.5352293,-282.39605124891546
-504318.8309549,-283.20377615177216
-504319.9333968,-283.86868286487214
-504320.7627999,-284.3332121083801
-504314.4970984,-280.45429034726476
-740959.4472602,-281.28152885032046
-741137.7336301,-281.3040520704704
-741096.141599,-281.2993286138748
-741093.0969147,-281.29899087635
-504316.0435549,-281.4693750226518
-504316.1769559,-281.9559383708053
-504316.2219296,-281.8847296095015
-504316.2220641,-281.88843857950735
-504316.2221891,-281.8881464668773
-504316.2222244,-281.88737998662896
-504318.7347375,-283.416012082738
-504314.4970983,-280.45431589157755
-504316.2222297,-281.88719068105274
-504316.2218111,-281.8871761089424
-504316.8871057,-281.88188618042517
-504317.8025886,-282.50118805436415
-504318.8638969,-283.2492810521564
-504319.7245823,-283.82532587092356
-504320.4145813,-284.2505594159928
-504320.9901184,-284.5352904357966
-504321.5220257,-284.7729465861156
-504315.5547834,-281.0154305062748
-504314.497616,-280.4542636209169
-504315.5547789,-281.0156641704825
-504315.5543974,-281.01630370051595
-504315.5544202,-281.0157341684081
-504313.1909641,-279.49077507062736
-504313.1909623,-279.49054093975457
-504313.1909492,-279.49068124535535
-504315.700602,-281.30542191579997
-504315.7006273,-281.30413226812357
-504315.7006123,-281.3041901717034
-504315.6994763,-281.30416316566135
-504315.9289424,-281.3686791652756
-504319.6588355,-283.43656133573137
-504319.658835,-283.4367310441754
-504319.6588403,-283.4365878839449
-504319.6589625,-283.43655797670465
-504314.646516,-280.6504944049371
-504315.1283636,-280.9273102103947
-504315.9840398,-281.4606808107137
-504316.7583818,-281.9161455091241
-504317.6318932,-282.4486987752628
-504316.9540162,-281.65417648026005
-504315.9289482,-281.3684679252746
-504317.102076,-282.19614676276353
-504317.1567914,-282.1063504111508
-504317.1584357,-282.103682865216
-504317.1587191,-282.09918558606887
-504314.4789167,-280.6855153535912
-504314.4789398,-280.68507804505805
-504314.4789358,-280.6851366878514
-504314.4790474,-280.6852762806063
-504317.0368081,-282.06728870940185
-504318.0224263,-282.6884499747727
-504315.9289491,-281.36840001603406
-504319.3092565,-283.5215029222504
-504320.4088196,-284.1967552891768
-504320.9301037,-284.4727643586086
-504316.963166,-282.05301591566507
-504316.9631792,-282.0523736821286
-504316.9632751,-282.05250689070584
-504316.4482179,-281.6012437707995
-504316.4482308,-281.6007824058364
-504316.448284,-281.6009423722219
-504316.6654782,-281.82789050461133
-504315.9289506,-281.36835307184634
-504317.2551801,-282.19538242714214
-504317.7464939,-282.53392684768806
-504318.2774134,-282.8891461856996
-504318.8547338,-283.2959542600366
-504319.333619,-283.607222859725
-504319.9245206,-283.9759499386777
-504317.3673073,-282.12335353778025
-504318.9415956,-283.149325841711
-504320.2882358,-283.9824337777073
-504321.4904455,-284.6947937095488
-504316.7427878,-281.63906919204453
-504322.5127187,-285.2849395138092
-504316.7383534,-281.9886756541024
-504316.7383614,-281.9883469148586
-504316.7383609,-281.988338487219
-504316.7383466,-281.98832172857203
-504315.2137385,-280.6645651708089
-504315.213737,-280.6647034746302
-504315.2136634,-280.6649975211282
-504316.5345815,-281.9226017662265
-504317.3908897,-282.4411053394395
-504316.9176384,-282.16829204397527
-504318.8875608,-283.36887026784365
-504320.228805,-284.15280847250733
-504321.0493843,-284.59072041957177
-504317.4227225,-282.2215186572506
-504317.4227368,-282.2217251448176
-504318.6600233,-283.1160383916056
-504318.6600484,-283.1154574750622
-504318.6600653,-283.1156151565235
-504315.5246515,-281.042092276362
-504315.5246517,-281.04200163549353
-504316.9702445,-282.08844630874654
-504315.5246508,-281.04199137195917
-504315.524659,-281.0419577453743
-504315.085593,-280.7848622354987
-504315.0856002,-280.7847053177188
-504315.0856031,-280.7846115963751
-504315.0855695,-280.78459334530305
-504315.3992683,-280.80102338446716
-504315.8480321,-281.4610186343858
-504315.9261995,-281.33734422327325
-504315.9319576,-281.30146250735345
-504316.9716834,-282.08520154165797
-504315.9327844,-281.28924720199683
-504324.8126194,-285.6892759413844
-504317.1589598,-281.9590661193651
-504317.2873723,-282.46737940351494
-504317.3422939,-282.37885915536657
-504317.3424496,-282.3821872987734
-504317.3424656,-282.3813023215629
-504314.8948955,-280.52496879429464
-504314.8948991,-280.5247758183312
-504314.894902,-280.5244808764945
-504314.3442972,-280.341177001504
-504316.9719566,-282.08156410006256
-504314.8948038,-280.52449715914963
-740697.1666234,-282.3948856936812
-740970.0254386,-282.42874723581457
-740892.6729778,-282.41953224313374
-740892.0907338,-282.41945671686796
-738987.6005485,-283.05919837184223
-742308.753196,-283.5972660148786
-741345.5577304,-283.51117818887974
-741376.2508139,-283.51356385353466
-741368.3670491,-283.5116287945275
-504317.2699527,-282.1875771155031
-504316.5517319,-281.8701688349771
-504316.5198335,-281.786177707152
-504317.3912967,-282.3214040737406
-504318.3207829,-282.9222518841081
-504319.2266865,-283.4834266560301
-504319.7317254,-283.7812648275048
-504315.4899526,-281.12305567072315
-504315.4899761,-281.1224562077632
-504315.489977,-281.12267542365976
-504315.4898934,-281.1227111369236
-504317.8850986,-282.5635809979307
-504316.018699,-281.43005764387533
-504316.0187145,-281.4295587080461
-504316.0187125,-281.42957842694994
-504316.01922,-281.42949385435645
-504315.6097189,-281.14598723566627
-504315.6096881,-281.14605745609174
-504315.6096833,-281.1459866386301
-504317.7968374,-282.42744499653736
-504317.7968285,-282.42908700563316
-504317.7968361,-282.4278576942043
-504319.0006367,-283.2844983730124
-504317.796295,-282.43183481306494
-504316.4994758,-281.41356704687274
-504316.6645326,-281.96717545814107
-504316.7162387,-281.8691953909665
-504316.7168212,-281.86707167761585
-504316.7169089,-281.8642222145134
-504316.6493747,-281.97753855043646
-504317.4059156,-282.4179777730889
-504318.6620729,-283.211962422497
-504319.7444053,-283.86722299820843
-504319.9765714,-283.88807638312613
-504320.6403736,-284.3696189692236
-504316.126424,-281.45211335305396
-504317.6645984,-282.44797509038415
-504318.9884311,-283.2625137490259
-504319.5666521,-283.59801069112734
-504320.7442942,-284.2927086941188
-504317.9479238,-282.44028027146686
-504318.0819567,-282.96103911433744
-504318.1359011,-282.8755904451287
-504318.1361877,-282.8796195286495
-504320.4909221,-284.1983592433754
-504318.1362539,-282.87923586252015
-504313.8915044,-279.9730883210862
-504318.0296783,-282.6314852721277
-504318.0296858,-282.631334905614
-504318.029658,-282.6314571201346
-504325.1163683,-285.9761157615497
-504317.5158803,-282.4212972327059
-504317.5159519,-282.42142738890647
-738578.0770883,-281.9824978385678
-741773.9029186,-282.51532025379487
-504316.7821447,-281.6502049609702
-740849.0730606,-282.42745693990116
-740876.29057,-282.4306576302956
-740869.403784,-282.42959694062694
-504314.5721329,-280.52003225909186
-504315.4407318,-281.13695815855766
-504315.6735759,-281.262468752193
-504316.5759138,-281.8413998952425
-504317.6005659,-282.4983280123923
-504315.0679231,-280.93354285357475
-504316.483219,-281.92344344374834
-504316.9358674,-282.1911282424515
-504316.4831959,-281.9254092608286
-504316.4832145,-281.92394156660254
-504316.4822355,-281.9312244472157
-504313.7825381,-279.9033854570101
-504313.9185909,-280.3501471089146
-504313.9531247,-280.3174106333862
-504313.9538082,-280.32176338574067
-504313.9541404,-280.3225335972522
-504313.9541391,-280.3224147001844
-504313.9517241,-280.3222918506177
-504316.9892235,-282.10215860828845
-504313.9517254,-280.3220951720845
-504313.9516077,-280.32209276508144
-504314.1213599,-279.9529580716243
-504315.2308254,-280.7175482272984
-504316.3861137,-281.4775898190846
-504317.4526499,-282.13604595777065
-504318.1543386,-282.5685538984356
-504317.5258772,-282.43472560356537
-504317.5258785,-282.4346525767279
-504317.5258358,-282.43469948183696
-504316.9898638,-282.1024445279635
-504314.9444936,-280.70384732184897
-504315.6072507,-281.1215052216689
-504316.7673479,-281.90948660969224
-504317.8072858,-282.578720921647
-504318.3826471,-282.92083273172506
-504316.3755225,-281.7693344889855
-504316.3755269,-281.7691496679864
-504316.375526,-281.7693571647642
-504313.2454773,-279.43212765790406
-504313.442829,-279.93179111264953
-504315.7052281,-281.2569314711082
-504316.9899599,-282.0997598742915
-504313.4985041,-279.89640924191775
-504313.5033115,-279.8917743620722
-504313.504528,-279.88372084400936
-504313.5045836,-279.8830130149635
-504313.5046465,-279.88283263095565
-504313.5046695,-279.88293291305797
-504313.5041536,-279.8830362728679
-504314.0371747,-280.0923783922713
-504317.5355633,-282.4425555724855
-504317.5355786,-282.44202957727356
-504314.9606893,-280.42303603372443
-504317.5355991,-282.4421669018342
-504313.8331712,-279.7586671510642
-504313.8336896,-279.751034831826
-504313.8335448,-279.75372952231504
-504315.8598443,-281.3678003515688
-504316.2025196,-281.5589773185031
-504316.8271133,-281.95982282146804
-504317.399844,-282.3136306613354
-504317.8286426,-282.6058067769847
-504313.7115822,-279.7757247128053
-504315.3552476,-281.0631939319636
-504313.906148,-280.3260200816492
-504313.964353,-280.24783304186445
-504313.966473,-280.2426889028003
-504313.9670544,-280.23483435262494
-504323.2387738,-283.74233331895067
-738722.0892197,-281.8327556657776
-742055.6905064,-282.3700092447805
-741098.2010608,-282.2873968963434
-741138.552305,-282.29281015701093
-741139.2735887,-282.2933858677922
-504315.4097564,-280.9522539520345
-504315.305403,-280.69054164805885
-504315.4956789,-281.2038247704532
-504315.5506317,-281.12914392443605
-504315.5531011,-281.11908600537424
-504315.5535327,-281.1114880047753
-504315.4177096,-281.18359266204345
-504316.2916376,-281.7580570131064
-504317.4702238,-282.51122060527285
-504318.4869863,-283.11277290598287
-504318.9638838,-283.35137010419726
-504315.4145658,-280.9235329439526
-504316.1920978,-281.58685296384584
-504316.3459438,-282.068368823258
-504316.3899554,-282.0093828685966
-504316.3911502,-282.01039918987476
-504316.3914823,-282.00756041281625
-504316.3914897,-282.00753345138224
-504316.3919809,-282.0075470105526
-504314.3058464,-280.2347898013041
-504314.3092535,-280.20928755130967
-504314.3093742,-280.2126269207925
-504315.4154263,-280.91157731134115
-504315.5292046,-281.21877829305265
-504317.0888022,-282.25810022633107
-504318.5145406,-283.14133500137444
-504319.7683628,-283.8889633329874
-504320.843564,-284.5103558210192
-740788.4486424,-280.11575097388106
-741522.403419,-280.1956546963277
-740973.2288084,-280.138139335727
-740972.5697902,-280.13802148350544
-504317.202169,-282.34341796480186
-504315.617759,-281.0324109829508
-504318.5343669,-283.20782237356593
-504319.4407388,-283.73929050380497
-504320.174605,-284.1313601802005
-504321.0144802,-284.62500788365617
-504314.7001213,-280.72822574466454
-504314.700124,-280.7281660376275
-504314.7001396,-280.72817229990056
-504314.690827,-280.6962968327093
-504315.5123535,-280.9778167663578
-504315.8867182,-281.2152389143008
-504315.6176161,-281.03673889288234
-504316.5844685,-281.6639158811442
-504317.2592695,-282.07327464537144
-504317.8610531,-282.46848097527163
-504315.4230712,-280.95799892804047
-504315.4230734,-280.9580964011169
-504315.4230852,-280.9578932343229
-504315.4231852,-280.9579358634633
-504316.553052,-281.84147538109494
-504316.5530646,-281.8411958201971
-504316.5532275,-281.8412440317416
-504315.6177379,-281.0334159674646
-504318.4265617,-283.01458360705146
-504318.426554,-283.01637646559027
-504318.4265617,-283.0150336353458
-504318.4262681,-283.0191101858549
-504323.9519826,-284.8171664872401
-504314.3556007,-280.3774869269879
-504315.0453079,-280.8642302365256
-504316.1351413,-281.584164296308
-504317.124632,-282.2058077265791
-504318.0002577,-282.73477956961256
-504315.6177536,-281.0326461804435
-738470.0959499,-280.48400722766684
-741722.9607983,-281.00616211501915
-740885.5150086,-280.9315404727066
-740896.1442874,-280.9297976998112
-740880.4722614,-280.9261288276379
-504323.320649,-284.44380843404446
-504312.8262804,-278.9235036206889
-504313.1663945,-279.51192511795693
-504313.2299118,-279.42492915316524
-504313.233698,-279.40214394604067
-504316.9511891,-282.05084263215923
-738590.4318213,-281.66972305855495
-504313.2343677,-279.39253741145905
-504314.4112397,-280.3532730368398
-504314.4112453,-280.3531397109427
-504314.4112203,-280.3531441014947
-738722.2581411,-281.7649909895243
-741978.8286282,-282.30544461139414
-741096.5160886,-282.22930527869437
-741104.5845705,-282.2298453365501
-741085.2893316,-282.22697802975154
-740610.6088481,-279.9973213731757
-741765.130971,-282.21234749178734
-741409.7067752,-280.0908133905601
-740817.2199777,-280.0247527297653
-740816.2194756,-280.02465987469014
-504315.8385971,-281.215956875178
-504316.8540852,-281.8830365231369
-504317.863852,-282.55951833043827
-504318.7336221,-283.0985194655132
-504319.4573705,-283.51113815661915
-504323.277811,-283.4308798366964
-504314.480453,-280.5974836538452
-740955.2300932,-282.1387419788943
-504314.4804688,-280.5967803863468
-504314.4804644,-280.59684031071856
-504314.4803739,-280.59693080024994
-504315.9668375,-281.1756367509833
-504316.2781066,-281.77645764312086
-504316.3570743,-281.6867719592709
-504316.3596638,-281.67172635846424
-504316.3600901,-281.6641464810826
-504315.8389111,-281.39430154852323
-504316.5758205,-281.85994178552943
-740949.629179,-282.13780432733637
-504317.5016714,-282.4979753379109
-504318.127339,-282.90765595661367
-504318.9976948,-283.4770241085133
-504318.8471581,-283.00569252285186
-504318.8471471,-283.0060334007256
-504318.8471559,-283.00578161775235
-504318.8470365,-283.0062736320348
-741201.4009128,-281.65446284662266
-741370.0957629,-281.67925074978535
-741329.5151222,-281.67614010271376
-740753.499846,-281.3555797843946
-741335.4267752,-281.6775067936932
-741333.7791962,-281.67738967564435
-504315.0243108,-280.96839642585
-504315.6156129,-281.3071030943554
-504316.7298168,-282.0613488025955
-504317.6951245,-282.6835772136827
-504318.6363081,-283.2817584710224
-504315.4839714,-281.1076164887291
-504316.414493,-281.73601549239805
-504317.4975033,-282.4750493867896
-740953.1652502,-281.38400663456423
-504318.4020599,-283.0476675774305
-504319.0450904,-283.40984476948154
-504315.3642144,-280.927869226758
-504315.557511,-281.4638955127151
-504315.6040571,-281.4048487973927
-504315.6078134,-281.3998526322427
-504315.6089856,-281.39043477168275
-504315.608994,-281.39026845956585
-504315.6089981,-281.39023181084235
-504315.6139203,-281.3902391021586
-740900.456945,-281.37882621798593
-504315.6139192,-281.39008800063783
-504315.6138696,-281.3900872431521
-504315.261049,-281.01080745550576
-504315.2610584,-281.0105138068836
-504315.2610576,-281.01044508573887
-504315.2610108,-281.0104202702842
-504315.6299299,-280.9818602336187
-504315.8110359,-281.48509012424614
-504315.8602124,-281.40424400398456
-504315.8619308,-281.397472032658
-740898.5411979,-281.37867360999735
-504315.8622748,-281.39173381767324
-504316.1527184,-281.72960209269036
-504316.5598329,-281.96121561843523
-504317.2003083,-282.3642283277517
-504317.8249704,-282.7391030281026
-504318.2490524,-283.0100683186057
-504316.2342833,-281.3445007091841
-504316.3975999,-281.8682065489963
-504316.4482081,-281.7872279213415
-504316.4492421,-281.7853774306113
-504324.1956239,-284.826325139165
-504316.4494932,-281.78131627340616
-504314.4660435,-280.2037611667504
-504315.0138023,-280.54603113051996
-504316.1834648,-281.3530022697597
-504317.2425437,-282.0521656172958
-504318.0099666,-282.53140306184287
-504313.9393343,-280.11910386769733
-504314.119758,-280.61438715184266
-504314.164689,-280.55854613930154
-504314.1683254,-280.5517516232609
-504315.1470176,-280.77259998376456
-504314.1693359,-280.5423282162899
-504314.9161014,-280.45464058998016
-504315.267647,-281.08406894293057
-504315.3280916,-281.02283843788484
-504315.3350855,-280.99631373669575
-504315.3371513,-280.97683554480005
-504315.3372233,-280.97719787993634
-504315.3372083,-280.97796830886944
-504315.3372169,-280.9774321624672
-504315.3296122,-280.9792158068731
-504318.0689058,-282.72772042585945
-504315.1470156,-280.77267522183126
-504317.030375,-282.0101597998382
-504314.9112303,-280.5268324158379
-504315.3472745,-280.7792220712028
-504315.6065261,-280.9642161610027
-504315.7916234,-281.0679897023924
-504316.297082,-281.40919664098453
-504315.3794646,-280.94568629525617
-504315.8749055,-281.2360518085978
-504316.7213148,-281.766456462391
-504317.5287528,-282.2510933189319
-504315.1469245,-280.77264374648973
-504317.9160409,-282.48819581644443
-504316.6905553,-281.83507757580907
-504316.8335124,-282.3408461755796
-504316.8855344,-282.26031606664174
-504316.8863679,-282.2615866246202
-504316.8865668,-282.2590151445707
-504316.5086745,-281.9581890594975
-504316.9802777,-282.23704932335244
-504317.6574676,-282.64993229195886
-504318.2234393,-282.97804583652885
-504317.1492266,-282.2329587226566
-504319.0389042,-283.50940909130406
-504316.422136,-281.5225905910439
-504316.5925751,-282.0671452375823
-504316.6505755,-281.9762662171279
-504316.6517021,-281.9736407454418
-504316.6519014,-281.9694385401075
-504316.4072149,-281.81608420218623
-504316.4072162,-281.81606535652975
-504316.407222,-281.8157244067322
-504316.4075225,-281.8158178896952
-504315.7306641,-281.36412753486906
-504314.4836023,-280.4042396048851
-504315.263325,-280.88635127641123
-504316.2931608,-281.5646758823518
-504317.1756271,-282.10751000792413
-504318.0164057,-282.58115573789195
-741166.9430718,-282.04299870648344
-741360.774571,-282.069191952964
-741309.0348601,-282.06394548643766
-741306.4821568,-282.0636928034768
-504317.7926173,-282.4970461191754
-504315.7306665,-281.3640234939691
-504318.5122058,-282.92373076985285
-504319.7055241,-283.68125550847384
-504320.7196295,-284.2955654908515
-504321.4574661,-284.70397150310174
