DFT,MACE
-504317.6309329,-301.25209748373396
-504317.7517778,-301.05452366270697
-504314.9816772,-299.6768106227017
-504318.3064912,-300.4161155574901
-504318.4733144,-302.4273109931177
-504318.5209279,-302.1020421272965
-504318.5216002,-302.1554754052742
-504318.5217669,-302.143809937034
-741203.6625781,-301.7879678383336
-741418.2277292,-301.7409669818672
-741359.901177,-301.84830399565857
-741358.6321846,-301.83368770288195
-504318.8594756,-301.8468443341491
-504317.4397988,-301.2241457112655
-504317.4398013,-301.2733856340916
-504317.4397782,-301.25317895331267
-504315.2866522,-299.77293299391914
-504315.286782,-299.7293917862135
-504315.2867918,-299.76761934712425
-504315.2867728,-299.74003561637426
-504315.4558421,-299.93400264067327
-504316.2198142,-300.05551809695595
-504317.3082041,-301.0196396473281
-504319.7896925,-302.33081647215124
-504318.2990484,-301.64068223046814
-504319.3731994,-302.16590613224884
-741476.323997,-302.21374772930443
-741644.3334966,-302.26523226183514
-741604.9915157,-302.2579663808083
-741603.812208,-302.24174306754026
-504318.9011247,-301.9272726968404
-504316.2657526,-299.38196940318784
-504316.6549281,-301.0466523725219
-504316.7339018,-300.6328995136286
-504320.6526902,-302.83628695220375
-504316.7381888,-300.5823932045106
-504316.738837,-300.5827241991021
-504315.7414598,-300.02267203841336
-504317.2544129,-301.0800256039162
-504318.6536408,-301.89745641262806
-504319.734338,-302.46958092840066
-504320.9016757,-303.0159973984623
-504315.089289,-299.7797823301168
-504315.978684,-300.2547016502593
-504316.968811,-300.95529243497157
-504318.7789893,-300.96765934325396
-504317.7770865,-301.4104800979958
-504318.5595655,-301.8116480404364
-739012.1155582,-300.4855689249721
-742258.4724315,-301.5890651966301
-741448.5780697,-301.53818217849204
-741468.663707,-301.50463789701973
-741458.872113,-301.5413930652917
-741460.5694639,-302.2010362533074
-741634.3833842,-302.3604357321602
-741584.3336885,-302.335030489918
-504318.9058176,-302.3689625252656
-741583.08265,-302.3290753980055
-504319.3478562,-301.4672488317923
-504319.4899828,-302.175581005455
-504319.5521469,-302.4732186371208
-504319.5523565,-302.42247654204107
-504319.5524267,-302.4818776440313
-504316.8974614,-299.9034956406774
-504317.0996311,-301.3850488580437
-504317.159969,-300.92546323779254
-504317.1621472,-301.0108445259792
-504318.9686491,-301.9306412479821
-504317.1626295,-300.9907869511647
-504313.9868869,-299.0043837099511
-504314.5961426,-299.332721595582
-504315.6005293,-299.98237323559806
-504316.4362065,-300.4810164521414
-504317.3707455,-300.99134675793545
-504318.1714006,-301.3470123017084
-504317.0735967,-300.9675180094148
-504317.0736034,-301.0079378251565
-504317.0732162,-300.9631936374575
-504318.9686494,-302.03525058782424
-504318.0176678,-301.4457706127323
-738376.8454903,-297.8326287531591
-741930.4938,-299.42099651374343
-740771.5717841,-299.04226976649943
-740711.1420597,-298.96589035761156
-504316.7483428,-300.78564138186346
-504317.5352293,-300.91588005807074
-504318.8309549,-301.96209188670696
-504319.9333968,-302.61587141345206
-504320.7627999,-302.9976110642102
-504314.4970984,-299.1999719758131
-740959.4472602,-300.1574210860032
-741137.7336301,-300.21669544843553
-741096.141599,-300.20945745137175
-741093.0969147,-300.1718792842461
-504316.0435549,-299.825820134701
-504316.1769559,-300.7634171543757
-504316.2219296,-300.7564926984494
-504316.2220641,-300.75635472009697
-504316.2221891,-300.7698628221582
-504316.2222244,-300.75041757815353
-504318.7347375,-302.07104726467503
-504314.4970983,-299.2237289107319
-504316.2222297,-300.76772032697306
-504316.2218111,-300.73071726352316
-504316.8871057,-300.78363503260886
-504317.8025886,-301.22351288034696
-504318.8638969,-302.0301066380321
-504319.7245823,-302.5581503799589
-504320.4145813,-302.8847702221143
-504320.9901184,-303.0513024762962
-504321.5220257,-303.1891084885185
-504315.5547834,-299.87607515032136
-504314.497616,-299.00336599762227
-504315.5547789,-299.8767736984539
-504315.5543974,-299.7931126793575
-504315.5544202,-299.8769459738493
-504313.1909641,-298.05590657748814
-504313.1909623,-298.3901226208747
-504313.1909492,-298.3790045917173
-504315.700602,-300.1861514572531
-504315.7006273,-300.0802087364322
-504315.7006123,-300.183152130566
-504315.6994763,-299.5815652358677
-504315.9289424,-300.2174071564845
-504319.6588355,-302.23707179692883
-504319.658835,-302.31699482692835
-504319.6588403,-302.27716983158115
-504319.6589625,-302.3164958221683
-504314.646516,-299.5150783154546
-504315.1283636,-299.6974458409589
-504315.9840398,-300.1486043134878
-504316.7583818,-300.5342719978718
-504317.6318932,-301.02442006150227
-504316.9540162,-300.0090093182755
-504315.9289482,-300.16318845719843
-504317.102076,-301.2786968385091
-504317.1567914,-300.97393530337285
-504317.1584357,-300.99062540336223
-504317.1587191,-300.96100850409385
-504314.4789167,-299.6016492468734
-504314.4789398,-299.50013499593786
-504314.4789358,-299.60033194382345
-504314.4790474,-299.5344715795712
-504317.0368081,-300.9482971801017
-504318.0224263,-301.39544327237394
-504315.9289491,-300.21703055588154
-504319.3092565,-302.0539594824732
-504320.4088196,-302.9644558790798
-504320.9301037,-303.1116459888347
-504316.963166,-300.9108140603172
-504316.9631792,-300.87301492955294
-504316.9632751,-300.909418730771
-504316.4482179,-300.4075446623988
-504316.4482308,-300.4587567742781
-504316.448284,-300.4478668153238
-504316.6654782,-300.7355711846935
-504315.9289506,-300.03127474298486
-504317.2551801,-300.9850761980914
-504317.7464939,-301.26158072455166
-504318.2774134,-301.5824554122423
-504318.8547338,-301.946573371851
-504319.333619,-302.2303765844047
-504319.9245206,-302.51194377600655
-504317.3673073,-300.98789632632935
-504318.9415956,-301.8693283215016
-504320.2882358,-302.7504308645953
-504321.4904455,-303.39872459926
-504316.7427878,-299.9930958930431
-504322.5127187,-303.8420399732821
-504316.7383534,-300.852376894936
-504316.7383614,-300.7806571609081
-504316.7383609,-300.8517182710343
-504316.7383466,-300.833635037234
-504315.2137385,-299.51418000171236
-504315.213737,-299.4609303650299
-504315.2136634,-299.5154412382378
-504316.5345815,-300.67565505067853
-504317.3908897,-301.17668951621573
-504316.9176384,-301.0289321248514
-504318.8875608,-302.1086646187837
-504320.228805,-302.87913472558347
-504321.0493843,-303.2066714793058
-504317.4227225,-301.0934933728582
-504317.4227368,-301.1094639766977
-504318.6600233,-301.81973555351624
-504318.6600484,-302.02530735720933
-504318.6600653,-302.00886487937447
-504315.5246515,-299.9001894587971
-504315.5246517,-299.8506168161704
-504316.9702445,-300.99521406724284
-504315.5246508,-299.85290850944085
-504315.524659,-299.90001034567604
-504315.085593,-299.5979540757434
-504315.0856002,-299.65923937984843
-504315.0856031,-299.60777932272435
-504315.0855695,-299.65909673218584
-504315.3992683,-298.9508910174604
-504315.8480321,-300.6775192534221
-504315.9261995,-300.16200580633586
-504315.9319576,-300.1542034818526
-504316.9716834,-300.9757896097603
-504315.9327844,-300.12316918568723
-504324.8126194,-302.67044377552435
-504317.1589598,-300.3137444571804
-504317.2873723,-301.50588853258336
-504317.3422939,-301.2554000788672
-504317.3424496,-301.2559359594347
-504317.3424656,-301.26491597124226
-504314.8948955,-299.3432724091314
-504314.8948991,-299.3848304593979
-504314.894902,-299.3826486839646
-504314.3442972,-299.18566312342836
-504316.9719566,-300.95658742747173
-504314.8948038,-299.3845115851498
-740697.1666234,-301.1798121493921
-740970.0254386,-301.36377514003686
-740892.6729778,-301.1845114954489
-740892.0907338,-301.335393413091
-738987.6005485,-301.3926598637368
-742308.753196,-302.7575409453153
-741345.5577304,-302.36471802924467
-741376.2508139,-302.444286149181
-741368.3670491,-302.4222348776839
-504317.2699527,-301.081520885884
-504316.5517319,-300.7636620527201
-504316.5198335,-300.6671378531405
-504317.3912967,-300.5797264635104
-504318.3207829,-301.70906187665196
-504319.2266865,-302.2712032225201
-504319.7317254,-302.51331970924764
-504315.4899526,-299.79904574801685
-504315.4899761,-299.98068434909044
-504315.489977,-299.834410787028
-504315.4898934,-299.98131033405986
-504317.8850986,-301.24856349672524
-504316.018699,-300.2940626569701
-504316.0187145,-300.24715563211095
-504316.0187125,-300.29314669416635
-504316.01922,-300.2526899210755
-504315.6097189,-300.00443847638473
-504315.6096881,-299.8552694532422
-504315.6096833,-300.0043075092301
-504317.7968374,-301.22950189921767
-504317.7968285,-301.30145036665533
-504317.7968361,-301.2769195906356
-504319.0006367,-302.0618448937627
-504317.796295,-301.1521047427118
-504316.4994758,-299.76936052210516
-504316.6645326,-300.9573843735679
-504316.7162387,-300.75112651640615
-504316.7168212,-300.70762756206534
-504316.7169089,-300.7418145461677
-504316.6493747,-300.6938752973832
-504317.4059156,-301.1892514080172
-504318.6620729,-301.96210916166143
-504319.7444053,-302.599713013774
-504319.9765714,-302.5730683212852
-504320.6403736,-303.03060606479175
-504316.126424,-300.24041710961933
-504317.6645984,-301.26398454502663
-504318.9884311,-302.0421925014342
-504319.5666521,-302.34793557815277
-504320.7442942,-302.9833509014258
-504317.9479238,-300.79399797206526
-504318.0819567,-302.017309689159
-504318.1359011,-301.7638397504054
-504318.1361877,-301.7278415447489
-504320.4909221,-302.8932416671043
-504318.1362539,-301.5927028125856
-504313.8915044,-298.86216199903424
-504318.0296783,-301.514267214449
-504318.0296858,-301.53088127797366
-504318.029658,-301.5163217693299
-504325.1163683,-303.0837045442839
-504317.5158803,-301.1487984906387
-504317.5159519,-301.31921490229956
-738578.0770883,-299.7365041756706
-741773.9029186,-301.64825910137324
-504316.7821447,-299.9408951811725
-740849.0730606,-301.33325695437037
-740876.29057,-301.2751483593686
-740869.403784,-301.340211866749
-504314.5721329,-299.3803994165252
-504315.4407318,-299.95467714841635
-504315.6735759,-299.9772044503388
-504316.5759138,-300.5268556456854
-504317.6005659,-301.16258828691235
-504315.0679231,-299.77430370321076
-504316.483219,-300.75433754646906
-504316.9358674,-301.3055492125355
-504316.4831959,-300.78244678924165
-504316.4832145,-300.78914273532945
-504316.4822355,-300.76434760273463
-504313.7825381,-298.26513089176086
-504313.9185909,-299.2064560954776
-504313.9531247,-299.17916954203815
-504313.9538082,-299.07557640611583
-504313.9541404,-299.18789552305196
-504313.9541391,-299.0777519442295
-504313.9517241,-299.1871174973405
-504316.9892235,-300.924914754178
-504313.9517254,-299.1865615659228
-504313.9516077,-299.18136120292047
-504314.1213599,-298.7854680500155
-504315.2308254,-298.94869008751186
-504316.3861137,-300.2304225742442
-504317.4526499,-300.85067074892345
-504318.1543386,-301.22962077745575
-504317.5258772,-301.24565823846615
-504317.5258785,-301.32668068941706
-504317.5258358,-301.31370405152086
-504316.9898638,-301.00325245994406
-504314.9444936,-299.39825778630257
-504315.6072507,-299.875345027548
-504316.7673479,-300.607109730644
-504317.8072858,-301.2939595184281
-504318.3826471,-301.57925313802446
-504316.3755225,-300.6218840684833
-504316.3755269,-300.6028255701979
-504316.375526,-300.6215680016097
-504313.2454773,-297.63685880469416
-504313.442829,-298.944638060344
-504315.7052281,-299.8629596964919
-504316.9899599,-300.99738476945817
-504313.4985041,-298.3694443588869
-504313.5033115,-298.8002126624192
-504313.504528,-298.7375350647017
-504313.5045836,-298.7787984950113
-504313.5046465,-298.77873949156276
-504313.5046695,-298.77898632262156
-504313.5041536,-298.68745609610227
-504314.0371747,-298.9510983668426
-504317.5355633,-301.1752873897085
-504317.5355786,-301.3208156300682
-504314.9606893,-298.7292323072943
-504317.5355991,-301.3212130043881
-504313.8331712,-298.42656469130503
-504313.8336896,-298.56274973296814
-504313.8335448,-298.565519471951
-504315.8598443,-300.25458061900054
-504316.2025196,-300.3539918409558
-504316.8271133,-300.65803368988094
-504317.399844,-300.9001574606093
-504317.8286426,-301.19994546796636
-504313.7115822,-297.9490399506282
-504315.3552476,-300.2313020717554
-504313.906148,-299.4603419290459
-504313.964353,-299.1760323927533
-504313.966473,-299.1243927215613
-504313.9670544,-299.1510607939488
-504323.2387738,-299.04673508148295
-738722.0892197,-300.187434003593
-742055.6905064,-301.44101098732926
-741098.2010608,-301.21863728395357
-741138.552305,-301.20072883121617
-741139.2735887,-301.2348485641104
-504315.4097564,-299.80199904294415
-504315.305403,-299.04810189752516
-504315.4956789,-299.94108947760253
-504315.5506317,-300.01751986439893
-504315.5531011,-299.98713208297164
-504315.5535327,-299.9822340434149
-504315.4177096,-299.9006866122627
-504316.2916376,-300.5926814168465
-504317.4702238,-301.3294093755761
-504318.4869863,-301.91558358069085
-504318.9638838,-302.024552022819
-504315.4145658,-299.78197746446745
-504316.1920978,-299.81631229347136
-504316.3459438,-301.099255234401
-504316.3899554,-300.3979444685723
-504316.3911502,-300.9071398798972
-504316.3914823,-300.7212896685162
-504316.3914897,-300.90053914297937
-504316.3919809,-300.8580514897821
-504314.3058464,-299.09881930114216
-504314.3092535,-298.9992559951593
-504314.3093742,-299.05145623047395
-504315.4154263,-299.7095206552754
-504315.5292046,-300.0573349643916
-504317.0888022,-300.9898024103308
-504318.5145406,-301.88616792530877
-504319.7683628,-302.56959714569115
-504320.843564,-303.10479925803327
-740788.4486424,-298.8768241656191
-741522.403419,-299.2428077246573
-740973.2288084,-298.9420715973326
-740972.5697902,-299.0476897715594
-504317.202169,-300.94365058024886
-504315.617759,-299.8530348543834
-504318.5343669,-302.0160459424768
-504319.4407388,-302.49349580906545
-504320.174605,-302.7945853386515
-504321.0144802,-303.2491666662748
-504314.7001213,-299.47353074698975
-504314.700124,-299.6099349466888
-504314.7001396,-299.5735194288755
-504314.690827,-299.5584703727142
-504315.5123535,-299.577464507568
-504315.8867182,-299.9895780456772
-504315.6176161,-299.70486508409886
-504316.5844685,-300.3711122919822
-504317.2592695,-300.7060481524334
-504317.8610531,-301.1044822533334
-504315.4230712,-299.7811959178283
-504315.4230734,-299.82511296366005
-504315.4230852,-299.74004808667337
-504315.4231852,-299.82485006631
-504316.553052,-300.6195589504607
-504316.5530646,-300.7151477728678
-504316.5532275,-300.69655786275143
-504315.6177379,-299.85579206084424
-504318.4265617,-301.7735067521105
-504318.426554,-301.91873672303586
-504318.4265617,-301.90646911137134
-504318.4262681,-301.9273650717797
-504323.9519826,-301.36416108981535
-504314.3556007,-299.22871710265434
-504315.0453079,-299.57640711859455
-504316.1351413,-300.3140283729293
-504317.124632,-300.8874470133613
-504318.0002577,-301.3715179745054
-504315.6177536,-299.72420026357656
-738470.0959499,-298.8407613401163
-741722.9607983,-299.99509713004386
-740885.5150086,-299.87208042711615
-740896.1442874,-299.8665653767264
-740880.4722614,-299.8639579772149
-504323.320649,-301.1017767089362
-504312.8262804,-297.28168187095565
-504313.1663945,-298.38841709160675
-504313.2299118,-298.3215727409656
-504313.233698,-298.07503524507945
-504316.9511891,-300.78918378519586
-738590.4318213,-299.838298602944
-504313.2343677,-298.2487983062234
-504314.4112397,-298.98060578047154
-504314.4112453,-299.2045459430477
-504314.4112203,-299.1015500570217
-738722.2581411,-300.1196693273397
-741978.8286282,-301.1426582510348
-741096.5160886,-301.1569175050629
-741104.5845705,-301.14160276773663
-741085.2893316,-301.150330704499
-740610.6088481,-298.62033683785944
-741765.130971,-301.33949631663114
-741409.7067752,-299.1317625602309
-740817.2199777,-298.93447188536163
-740816.2194756,-298.90744506391667
-504315.8385971,-300.0736183788243
-504316.8540852,-300.496423918099
-504317.863852,-301.2953871476925
-504318.7336221,-301.7847721389968
-504319.4573705,-302.1052208725301
-504323.277811,-298.3089673978016
-504314.480453,-299.4515081924473
-740955.2300932,-300.8433565737606
-504314.4804688,-299.44958987529424
-504314.4804644,-299.4228473085017
-504314.4803739,-299.4500499142937
-504315.9668375,-299.5151550879986
-504316.2781066,-300.9320445971229
-504316.3570743,-300.5814366467693
-504316.3596638,-300.56671375974065
-504316.3600901,-300.5416315550368
-504315.8389111,-300.2626314212283
-504316.5758205,-300.60074899533623
-740949.629179,-301.06273163487504
-504317.5016714,-301.19471205278336
-504318.127339,-301.6574177443658
-504318.9976948,-302.1759289373377
-504318.8471581,-301.9013733246737
-504318.8471471,-301.70940521760355
-504318.8471559,-301.90170272668587
-504318.8470365,-301.8681878818276
-741201.4009128,-300.5189835718244
-741370.0957629,-300.5293501288838
-741329.5151222,-300.57260202220044
-740753.499846,-300.13824766445714
-741335.4267752,-300.57555741082723
-741333.7791962,-300.5607859819727
-504315.0243108,-299.8117747726997
-504315.6156129,-299.88359405961114
-504316.7298168,-300.73334071091597
-504317.6951245,-301.29465011164984
-504318.6363081,-301.86505326204167
-504315.4839714,-299.8557840792018
-504316.414493,-300.55557543825364
-504317.4975033,-301.2679910225488
-740953.1652502,-300.29257592178226
-504318.4020599,-301.77952464483053
-504319.0450904,-302.05903909677215
-504315.3642144,-299.14743877939657
-504315.557511,-300.51244055779694
-504315.6040571,-300.274539225444
-504315.6078134,-300.3039412563996
-504315.6089856,-300.27762435196524
-504315.608994,-300.28443363052213
-504315.6089981,-300.2469042156064
-504315.6139203,-300.28475559689036
-740900.456945,-300.17699526529987
-504315.6139192,-300.28463897073993
-504315.6138696,-300.2778736828343
-504315.261049,-299.8954806691861
-504315.2610584,-299.8534640497703
-504315.2610576,-299.8949759607208
-504315.2610108,-299.85371272563646
-504315.6299299,-299.3368475718343
-504315.8110359,-300.54805872650047
-504315.8602124,-300.3016716485736
-504315.8619308,-300.2385408125042
-740898.5411979,-300.2741569179171
-504315.8622748,-300.08570577976093
-504316.1527184,-300.62286360333565
-504316.5598329,-300.73632956956857
-504317.2003083,-301.07856275492577
-504317.8249704,-301.3721033535902
-504318.2490524,-301.65060398258606
-504316.2342833,-299.6985274101827
-504316.3975999,-300.9522991688122
-504316.4482081,-300.68982786436453
-504316.4492421,-300.6198326056965
-504324.1956239,-301.55569273106374
-504316.4494932,-300.66286902395905
-504314.4660435,-299.0358173309177
-504315.0138023,-299.1299004963929
-504316.1834648,-300.0494661248876
-504317.2425437,-300.7203737101778
-504318.0099666,-301.1464489286639
-504313.9393343,-298.36647877000934
-504314.119758,-299.63681724268923
-504314.164689,-299.4434518802228
-504314.1683254,-299.44662374729944
-504315.1470176,-299.4266231665844
-504314.1693359,-299.42707195224136
-504314.9161014,-298.68998774898284
-504315.267647,-300.11581356371624
-504315.3280916,-299.7880532849521
-504315.3350855,-299.84861614217334
-504315.3371513,-299.725169455712
-504315.3372233,-299.806724516484
-504315.3372083,-299.7364543331735
-504315.3372169,-299.807359697423
-504315.3296122,-299.802105343639
-504318.0689058,-301.40372048274526
-504315.1470156,-299.5718965125375
-504317.030375,-300.8957737977366
-504314.9112303,-299.14577919266924
-504315.3472745,-299.52775124149696
-504315.6065261,-299.5542517286957
-504315.7916234,-299.676896892645
-504316.297082,-299.97367460861636
-504315.3794646,-299.81693153285227
-504315.8749055,-299.91347635427064
-504316.7213148,-300.4656929028964
-504317.5287528,-300.86045752928254
-504315.1469245,-299.637747882862
-504317.9160409,-301.01331891969556
-504316.6905553,-300.1897559136245
-504316.8335124,-301.3931547958935
-504316.8855344,-301.1441285668328
-504316.8863679,-301.1310164602515
-504316.8865668,-301.1452547491058
-504316.5086745,-300.6083773021428
-504316.9802777,-300.98486649933557
-504317.6574676,-301.3411413046597
-504318.2234393,-301.62923437948587
-504317.1492266,-300.9817236018058
-504319.0389042,-302.1214462280606
-504316.422136,-299.5785378923712
-504316.5925751,-301.19826334826917
-504316.6505755,-300.81290879836877
-504316.6517021,-300.87008953275785
-504316.6519014,-300.83024180918386
-504316.4072149,-300.69450797213614
-504316.4072162,-300.48311570691806
-504316.407222,-300.69432540914806
-504316.4075225,-300.6573789654401
-504315.7306641,-300.2761364199452
-504314.4836023,-299.12672280809886
-504315.263325,-299.6331393771711
-504316.2931608,-300.3106342719097
-504317.1756271,-300.84980969076486
-504318.0164057,-301.166718933583
-741166.9430718,-300.9445579261056
-741360.774571,-301.00388490480105
-741309.0348601,-301.0017493126991
-741306.4821568,-300.98386409196087
-504317.7926173,-301.3896527491107
-504315.7306665,-300.2295743348287
-504318.5122058,-301.69169533450105
-504319.7055241,-302.4418895454945
-504320.7196295,-303.04760070744754
-504321.4574661,-303.3460758250804
-504315.0399033,-299.63926925651174
