DFT,MACE
-504319.5958717,-302.53287777809794
-504314.8964435,-299.64833529518984
-504315.4358949,-299.54287751599884
-504315.9162295,-300.13607648795926
-504316.3093832,-300.31962048681805
-738722.7124483,-300.3484932352434
-504315.3231582,-299.8057814137628
-504317.0070712,-300.8073500804808
-504313.6736604,-298.9609019505915
-504314.3440094,-299.30325478091777
-504315.4935806,-299.9704930443204
-504316.5137208,-300.6856317447311
-741156.0628526,-300.3932047684996
-741353.2517528,-300.5160089751352
-741311.1188083,-300.4902424695284
-741308.7008681,-300.5007622320381
-504315.4004979,-300.0289385633264
-504315.9333741,-300.1788995169849
-504315.4005152,-300.01611096245216
-504315.4005175,-300.1418206772713
-504315.4005161,-300.10600545861377
-504315.4011313,-300.14186409616246
-504313.7384419,-299.1143556266653
-504314.2021752,-299.36881262907326
-504315.0261512,-299.85431279688606
-504315.7097254,-300.21524881099117
-504316.3183647,-300.57066440138533
-504314.8096334,-299.3872795450915
-504316.5682723,-300.526076575422
-504314.8096321,-299.38749797180674
-504314.809635,-299.3744361476929
-504314.8096356,-299.38720873249525
-504314.3447142,-298.97752413107975
-504314.3447601,-299.2298442700349
-504314.3447577,-299.2203336898345
-504314.3446231,-299.23016837990446
-504314.7235324,-299.4583176663564
-504316.0578777,-300.4169966985749
-504317.260104,-301.1558486109474
-504317.2959915,-300.9742847504066
-504318.3091255,-301.71575500275685
-504319.2155017,-302.21142933100896
-504315.2443238,-299.83108276252796
-504315.2443236,-299.857645269065
-504315.2443249,-299.78925133804046
-504315.2443231,-299.8576208533238
-504315.8631521,-300.21184326889346
-504317.4423886,-301.2302134510927
-504318.8642833,-302.07388757472467
-504320.1573561,-302.7947613424939
-504317.5780567,-301.1632022445073
-504321.3162382,-303.3550561429924
-504316.2236596,-299.7381263950549
-504316.3751588,-300.97231568702216
-504316.4248623,-300.72155743199414
-504316.4254809,-300.7100309786151
-504316.4256268,-300.72102419964426
-504315.6366328,-299.0506674774257
-504316.0297664,-300.53155879033847
-504316.1059502,-300.2150638779819
-504316.1100679,-300.18273902718465
-504314.0291824,-298.4498282273096
-504316.1108929,-300.15973744698334
-504314.2381995,-299.2055428311452
-504315.1313437,-299.7435245294124
-504316.2782722,-300.4957705662762
-504317.2642432,-301.09277854304634
-504317.9132399,-301.37987684573886
-504315.6650122,-300.16131474059966
-504316.5024701,-300.51120906792914
-504317.222581,-301.06188213114115
-504317.7857129,-301.35762329797916
-504314.207942,-299.5682377027378
-504318.2426734,-301.5444728187403
-504314.7378801,-299.4048081809665
-504314.7378914,-299.3943031419901
-504314.7378994,-299.4047638692442
-504314.7380365,-299.4016355519318
-504315.2236597,-299.4831181893038
-504315.2236575,-299.39274012106597
-504315.2236641,-299.4837525421881
-504315.2236782,-299.4635479897242
-504315.8730717,-300.2768837977697
-504314.2563575,-299.2335023863153
-504316.5673749,-300.58833512412053
-504317.4594283,-301.15590949541865
-504318.1944675,-301.663295170961
-504318.9305435,-302.05724134917216
-504318.7598749,-301.27129957321387
-504318.9015041,-302.5694582737131
-504318.963101,-302.27321807943434
-504318.9631233,-302.20778373070635
-741496.3029938,-302.1777069245022
-741678.2668668,-302.23687323729234
-504314.262105,-299.50066930276347
-741624.7464097,-301.9942651273497
-741624.2113196,-302.2235965940285
-504316.2897288,-300.6379531180269
-504316.2898199,-300.8112303023713
-504316.2898176,-300.76803923517065
-504316.2896631,-300.81198352267467
-504316.6603737,-299.8703850388628
-504316.8462956,-301.2135836676714
-504316.8836319,-300.9160719543218
-504316.8862839,-300.9072736616403
-504314.2636466,-299.423285278324
-504316.8868252,-300.8919019018933
-504316.2358684,-299.64705570660925
-504316.4136572,-301.0455738836477
-504316.4631414,-300.7325679380227
-504316.4649513,-300.7383792333423
-504316.4652635,-300.68236208082993
-504315.6391252,-300.2965573843422
-504315.639121,-300.2022476116723
-504315.6390646,-300.29777454737257
-504315.6390676,-299.82205756349447
-741967.125301,-301.6576692533989
-504314.2637059,-299.3955064083065
-738616.1530477,-299.45121436849007
-741954.7612971,-300.6929867654329
-741045.7015227,-300.55335419069564
-741014.7978762,-300.4723861159299
-504317.4688468,-301.1928755852605
-504317.4688641,-301.11877472548036
-504317.4688609,-301.1921066929463
-738338.891467,-298.5148075925049
-741568.9989538,-300.0594183048312
-740735.3165643,-299.75116202872937
-504314.2637157,-299.4839167782717
-740713.4519111,-299.6929915149314
-504318.6201348,-301.95054115970686
-504318.620146,-301.8075680204875
-504318.6196701,-301.9497412383563
-504317.7620657,-300.3374855412704
-504317.9364154,-301.86163181373615
-504317.993779,-301.41966117132534
-504317.9954288,-301.5675366126981
-504317.9956962,-301.4864182033651
-504317.3973808,-301.28760664485446
-504314.2637194,-299.479096680314
-504317.3973777,-301.2875352642117
-504317.3974333,-301.2269275015565
-504315.7666505,-299.5321475981273
-504315.9432229,-300.70709693304696
-504315.9867899,-300.5359905505178
-504315.9900039,-300.5178594510108
-504315.9913578,-300.5184318940431
-504315.9913627,-300.4587683824336
-504315.9913615,-300.5191819544367
-504315.992489,-300.45197017092664
-504314.2600385,-299.4841012768036
-504315.9924996,-300.42143906822145
-504315.9925155,-300.51727343012465
-504315.4152525,-299.00379416953643
-504315.6572608,-300.41495284469266
-504315.7141529,-300.0577053530008
-504315.7164951,-300.1154301819742
-504315.7168801,-300.0204817317876
-504314.6211189,-298.69359787897184
-504314.9429742,-299.8513757057818
-504315.0157804,-299.74340670068665
-504314.2600459,-299.41315480900437
-504315.0210065,-299.6868179126866
-504315.0221019,-299.6435643259613
-504315.0221137,-299.65854188656425
-504315.0221053,-299.65270015308926
-504315.0221107,-299.6588089750358
-504314.9883746,-299.65588698557946
-504316.1109162,-300.4242793750442
-504316.1109177,-300.40572268426126
-504316.1109392,-300.4246142513926
-504316.1109795,-300.3953552314382
-740513.1867015,-299.8854483272611
-504316.1109906,-299.9497221101561
-504313.9165424,-299.1595942237834
-504314.6227021,-299.38354592476543
-504315.3854672,-299.991170327599
-504315.957409,-300.30463470835423
-504316.6340977,-300.6867286762209
-504315.768562,-299.35676841540663
-504316.0565408,-300.4938478461974
-504316.1259395,-300.4422173630517
-504316.1286771,-300.3750259270833
-740755.7244525,-299.97320159268446
-504316.1291568,-300.3428848013709
-504315.8294327,-299.92862199000365
-504316.6396469,-300.2959539794187
-504317.7978793,-301.15052469541746
-504318.7704254,-301.7781249308956
-504319.5128738,-302.14343075917753
-504317.6055104,-300.33715336282
-504317.8110498,-301.8475308626113
-504317.8752077,-301.336844382156
-504317.8768368,-301.50685415913625
-740694.2282839,-299.9259616236189
-504317.8771464,-301.4942601259433
-504315.745931,-300.1945944742091
-504316.5728619,-300.6292951041465
-504317.7114821,-301.3226237550064
-504318.7006374,-302.08108264250075
-504319.4519847,-302.4274122800923
-741332.4251516,-301.30706022473566
-741508.4237657,-301.2673107425982
-741457.9290105,-301.3576366359115
-741455.7771002,-301.2659998588634
-740691.7889528,-299.9470282399151
-504316.080005,-299.5111192061068
-504316.4639268,-300.9835600183577
-504316.5253051,-300.5718210003098
-504316.52903,-300.53438545183536
-504316.529558,-300.4999077763258
-504315.3697672,-300.14059407480914
-504316.1701255,-300.35050055712264
-504316.4652277,-300.72911574671735
-504316.9638949,-301.0415875988535
-504317.4784837,-301.351440541168
-504314.4328899,-298.9704302766602
-504315.7042034,-299.3132243905076
-504315.8675088,-300.51545967532815
-504315.9210866,-300.2843472408494
-504315.9220636,-300.1135035128867
-504315.9222274,-300.274847986625
-504315.1339314,-299.54474041681476
-504315.1339474,-299.7507958443504
-504315.1339458,-299.74745273569164
-504315.133977,-299.7511221571629
-741174.7681866,-300.3421260383539
-504316.7017937,-301.122881241614
-741044.1277338,-301.30649869182184
-504314.4328875,-299.1003549286669
-741372.8937648,-300.3569981113994
-741322.5635257,-300.46003187374083
-741319.1017432,-300.41724019163536
-504324.0233669,-301.47486999772275
-504315.7475,-300.24753579426516
-504315.7475002,-300.31218594165523
-504315.7467925,-300.30008325362945
-504320.949638,-300.32975792647596
-504313.6584797,-298.12833116180207
-504313.8716183,-299.4757295151744
-504314.4328873,-298.39277999859314
-504313.9203978,-299.3221491789143
-504313.9267241,-299.2810890473224
-504313.9289633,-299.2531532846515
-504313.9289612,-299.22638013688396
-504313.9289608,-299.25412561272987
-504313.9330957,-299.2536930748295
-504313.3700753,-298.61981744847105
-504313.7899532,-298.6559996570113
-504314.5770772,-299.2664037509341
-504315.2869733,-299.6015315911354
-504314.4325532,-299.1026110872793
-504316.013123,-300.0543123688937
-504315.9687659,-300.3270371735948
-504315.9687638,-300.1622713584318
-504315.9686725,-300.3269472682575
-504314.0855083,-297.99556070459755
-504314.3366636,-299.5596780725815
-504314.3874727,-299.2456249410576
-504314.3901531,-299.2319775428848
-504314.3905993,-299.20912972157726
-504315.0781969,-299.86059621896237
-504322.3285781,-300.62063572006014
-504314.8357952,-299.6895663477489
-504316.1419834,-300.4949114683289
-504317.1131086,-301.0760483016083
-504318.103732,-301.5923793205018
-504319.1126176,-302.157546426861
-504314.6564274,-299.30163962707337
-504315.2198345,-299.6414248319312
-504315.7616369,-299.9250958607891
-504315.9461349,-299.9970873408557
-504316.5797647,-300.3022795225629
-504322.3219199,-300.7669208347449
-504316.0504054,-299.9033890338709
-504316.4257235,-300.64475122654574
-504317.2027387,-301.05726862956203
-504317.8686122,-301.3764005165274
-504318.6610799,-301.85814292000276
-504320.4311971,-302.938140841701
-504320.4312144,-302.9288019009048
-504320.4312629,-302.93722951605224
-504314.9356024,-299.759429267588
-504315.6542093,-300.15716028969905
-504322.3239031,-300.69085648961857
-504316.6932074,-300.8446734659095
-504317.5928136,-301.3752502220061
-504318.340014,-301.7646972886981
-504314.7224751,-298.8755846007882
-504314.8918254,-299.90579026149777
-504314.9464079,-299.8243344135814
-504314.949747,-299.79416230092113
-504314.9505409,-299.79536799260404
-504316.5246832,-299.85803987053725
-504316.6810759,-301.07500173522556
-504322.3254878,-300.21933387391886
-504316.7340383,-300.8599623271949
-504316.7365658,-300.8297122331949
-504316.7370356,-300.8350344134441
-504315.1073133,-299.89886577751713
-504315.8986486,-300.3831088885945
-504316.9353294,-301.09523507619804
-504317.8188038,-301.660269507502
-504320.0234456,-301.6810185719271
-504320.1763721,-303.324541336657
-504320.2386707,-302.9172188238294
-504322.3260164,-300.7370891045508
-504320.2387838,-302.921645387496
-504320.2388312,-302.96938241103487
-504316.4558117,-300.51586827863093
-504317.2474183,-300.93880507712674
-504318.21223,-301.549078504256
-504318.9902056,-302.0321847583355
-504319.6980682,-302.44399646192846
-504313.9853369,-298.1454190569388
-504314.1167894,-299.1220601407609
-504314.1687864,-299.1030223891257
-504322.3262768,-300.2499212289125
-504314.1689396,-299.11330278098274
-504314.1690128,-299.09295058558814
-740471.0152388,-299.66225742771564
-740732.9614987,-299.74596556934046
-740679.0324282,-299.7455358669803
-740675.8516233,-299.740790844936
-504318.5429577,-302.0002243163167
-504319.1886982,-302.2609514879635
-504319.902478,-302.70074510553235
-504320.4726229,-302.9825338033399
-504322.3265394,-300.7388891826979
-504321.1104418,-303.2269949296996
-504321.6166167,-303.57420419751935
-504322.1019955,-303.74658737159064
-504322.4508415,-303.7651916670852
-504322.7366996,-303.80169678031166
-504322.901737,-303.6962459197656
-739916.543965,-298.91747397574636
-740282.7036517,-299.10684701805855
-740238.7782918,-299.0803400127459
-740228.3063509,-299.08412301789974
-741083.2763208,-301.36073271989324
-504322.3266252,-300.7379620266818
-504313.8972261,-298.87250001363213
-504313.8972109,-298.960153655908
-504313.8972203,-298.8633672200493
-504313.8971829,-298.96299143898193
-741035.2680917,-299.34549604692717
-742270.3000842,-300.16499823135604
-741194.1494956,-299.7612763932208
-741190.4576637,-299.8020254488487
-504314.7553319,-299.47136333182806
-504315.6410313,-300.04376053351297
-504316.479022,-299.55090965002705
-504316.7174242,-300.7752218675096
-504317.5906098,-301.2849645360138
-504318.4350122,-301.7889038033437
-741426.524365,-299.89756251865936
-741614.6858152,-300.1622662920022
-741562.3248328,-300.0351862440345
-741561.2090568,-300.14369608220403
-504323.0692251,-300.5276086981048
-504316.6511828,-299.9070986917756
-504316.840151,-301.1940593787125
-504316.6575005,-301.0866355094012
-504316.8953706,-300.86087838769333
-504316.8966114,-300.92480138026514
-504316.8968316,-300.9091363762161
-504315.8120728,-300.16650660763946
-504315.8120727,-300.1539660473346
-504315.8121294,-300.16643553296086
-740139.2610542,-298.8805497133304
-740469.3516131,-299.0854163961609
-740422.6311725,-299.05309297783083
-740414.5849795,-299.0656214008285
-504316.7131602,-300.75393565210305
-504316.8620976,-300.74794765124847
-504316.8620967,-300.5671163996222
-504316.8620446,-300.7489241232105
-739276.9567829,-301.3757931075266
-742679.9477637,-302.869789170635
-741735.5332347,-302.511011194297
-741730.0556943,-302.55071750810873
-504315.6552788,-299.8821845892993
-504315.6552885,-300.0574971000309
-504315.6552916,-299.95799292323534
-504316.7150505,-300.7849645966723
-504313.2015912,-297.40718621171783
-504313.8159814,-299.0688286163315
-504313.9035367,-298.5629285722326
-504313.9070942,-298.5759585452465
-504313.9075082,-298.5440264705413
-504316.6213288,-300.8451751457574
-504316.6213533,-300.7787743362648
-504316.6213524,-300.8443571736258
-504316.6213977,-300.8001506306392
-504316.318366,-299.5630294268269
-504316.7153835,-300.51932681113027
-504316.4869579,-300.8411414542375
-504316.537696,-300.51653627977885
-504316.5387376,-300.5152763575117
-504316.5389242,-300.49248371412017
-504321.9086158,-299.1232163807243
-504317.1945488,-300.0242939352436
-504317.3628,-301.6093992602071
-504317.4177058,-301.2724168406872
-504317.418464,-301.29241037586496
-504317.4186065,-301.27507172426766
-504316.2071317,-300.40279010498836
-504308.4357351,-289.8060283373804
-504310.8687994,-296.2301071248884
-504311.0892244,-297.3158211503501
-504311.1505895,-297.28640505124565
-504311.1631168,-297.2418662898271
-504311.1695048,-297.2139172107518
-504311.1695147,-297.1793406951631
-504311.1695145,-297.2165971890593
-504311.1653737,-297.1762673853687
-504311.165394,-297.2168446736883
-504316.9657969,-300.74302774820245
-504317.0728671,-301.13148390996054
-504317.072874,-301.0974541757619
-504317.0729125,-301.13114532921384
-504317.3813453,-301.30642349214713
-504317.3813727,-301.4079123027263
-504317.3814087,-301.2960560080633
-504316.6619662,-300.52583215819095
-504318.2343414,-301.3805112436231
-504319.7083671,-302.36982906466943
-504320.853287,-302.96503919037207
-504317.8586095,-301.3022359846331
-504322.1231503,-303.4623127800107
-504317.3855682,-301.2827304339771
-504317.3855737,-301.2728081258217
-504317.3855235,-301.2826236567391
-504316.2763563,-300.4089194035732
-504316.2763576,-300.45316345210625
-504316.2764029,-300.305698244436
-504317.6265792,-301.2569399885579
-504316.6618769,-300.90039246482564
-504316.6618885,-300.90629670803685
-504318.7980481,-301.7728742723553
-504316.6618865,-300.9066025894722
-504315.6879328,-300.10975789616026
-504317.2440327,-301.1372624951996
-504318.3919622,-301.6607781784198
-504319.2799834,-302.0939358714266
-504320.5459991,-302.77472661564855
-504312.2569481,-297.14885660286524
-504312.4482746,-298.1835231102458
-504312.4889739,-298.1937485879104
-504312.4907389,-298.17331287281786
-741083.5973957,-301.36653763668426
-504319.361297,-302.1144929214105
-504312.4912515,-298.17830859070364
-504312.4912653,-298.1748163573396
-504312.4912819,-298.17840763850006
-504312.4891286,-298.089596281582
-741251.1326955,-301.9312012863046
-741488.9417983,-302.00802861749713
-741410.0447998,-301.9898746826226
-741410.1082581,-301.97062185301434
-741410.3887073,-301.9901112537698
-504316.8053061,-299.90670750795755
-504317.3774477,-301.3115085386112
-504316.9833507,-301.3617703927674
-504317.0408142,-301.1058978859947
-504317.041917,-301.040907096595
-504317.0420864,-301.09483217323475
-504315.7177094,-299.9243967746547
-504315.7177315,-300.0392114740216
-504315.7177274,-300.017829652752
-504315.7178656,-300.0396317133069
-504315.445608,-299.91087437658655
-504315.4456141,-299.9338858581669
-504317.3774698,-301.30061668623796
-504315.445623,-299.93361319613945
-504315.4455402,-299.8798034416688
-504315.7848234,-300.1803688070267
-504316.6620817,-300.607677423077
-504317.6821135,-301.29171752912583
-504318.5434296,-301.80117789071227
-504319.2707796,-302.12783909022437
-504316.2303588,-300.3802401633825
-504316.9300782,-300.80118572672103
-504318.0526642,-301.51392532187964
-504317.3774713,-301.3109677468236
-504319.0143697,-301.99356276059416
-504319.9216219,-302.5358789215768
-504317.6358342,-300.8234108966185
-504317.6358629,-301.0609024510882
-504317.6358626,-301.0175838784251
-504317.6357775,-301.0625635773915
-504315.5640269,-299.51760272224186
-504315.7012719,-300.79342131002704
-504315.7449947,-300.49373502477414
-504315.7450775,-300.59818468389534
-504317.3774543,-301.085148169561
-504315.7451458,-300.598715860786
-504315.7451696,-300.58719566157043
-504315.7453154,-300.59684002949
-504316.5103819,-300.29216249165586
-504317.5052412,-301.17851359414686
-504318.7154894,-301.9912160804277
-504319.7054675,-302.60690885284487
-504320.4673834,-302.94927619357816
-504318.2991452,-301.7191652164629
-504319.2759518,-302.12079639039905
-738867.6122982,-300.4193138980635
-504320.5775077,-302.84045557169037
-504321.6598767,-303.68482921953034
-504322.2394113,-303.8622155917348
-504314.1617887,-298.90488753073794
-504314.1617898,-298.8922499565299
-504314.1617919,-298.90491323669465
-504314.1617953,-298.83418552952554
-504318.4519374,-301.880980716599
-504318.4519512,-301.8060011391987
-504318.4519475,-301.88036866408316
-742157.9409122,-301.7467273669626
-504318.4518839,-301.8810404810017
-504317.874997,-301.4840116570096
-504317.875002,-301.49991906039287
-504317.8749772,-301.4868723839562
-504313.9342843,-298.7064636018316
-504313.9342711,-298.2839432438196
-504313.934115,-298.70973769386643
-504313.9341265,-298.649375728162
-504316.1699991,-300.3553199501473
-504316.170008,-300.3545044895788
-741237.8732337,-301.45211750851195
-504316.1700314,-300.302475162856
-504316.1257636,-300.3958119341393
-504317.1182754,-300.83854563704944
-504318.1422902,-301.6476834052593
-504318.9664548,-302.11824544419164
-504319.7498355,-302.5136087291577
-504320.3876339,-302.7300456143091
-504316.7898494,-300.66047340481697
-504317.0866863,-300.6700291536209
-504317.7836344,-301.06294247179414
-741233.614858,-301.1853934313987
-504318.3757664,-301.31919835600024
-504319.3345824,-301.91560348147027
-504316.2947058,-300.5686011316854
-504317.3534714,-301.14466607582773
-504318.0996913,-301.66900986533085
-504318.3634863,-301.87443288048223
-504319.0120078,-302.2168513936357
-504315.8566857,-300.24845564961805
-504315.8567065,-300.36642364894783
-504315.8567123,-300.3532401066313
-504314.934402,-298.8927647649355
-504315.8569791,-300.3465731580209
-741251.1828804,-301.9145922808582
-741461.9627735,-301.9016712063801
-741395.3132752,-301.9689198063044
-741395.1869667,-301.9319167620671
-504318.3654765,-300.93408442333606
-504318.5563282,-302.1828945971248
-504318.6128266,-301.9817124956793
-504318.6145113,-301.9591222907076
-504318.6148017,-301.96378850689774
-504315.113702,-298.9425341337637
-504315.0678496,-300.08077372730105
-738867.8976877,-300.41285603467134
-742118.1121017,-301.8583656738099
-741246.4093533,-301.495497173436
-741250.5953762,-301.5661481109953
-504318.1707034,-301.6449709863763
-504315.3913826,-299.07508240204055
-504315.8779423,-300.5067035594994
-504315.9505911,-300.1166929649878
-504315.9546978,-299.96622099024836
-504315.9552496,-300.02294615815384
-504315.116578,-299.22968802693117
-504318.0191377,-300.7569528737919
-504318.1434703,-301.8996700240458
-504318.1954849,-301.68764266326366
-504318.195755,-301.670027188281
-504318.1958226,-301.6959371643185
-504316.4518971,-300.55985669908733
-504316.4518958,-300.5652582876157
-504316.4519846,-300.52254867285274
-739011.9971329,-300.2961232053555
-742492.9085968,-301.6781916721079
-504315.1172389,-299.8018526576781
-741415.382881,-301.3333311423289
-741443.4043794,-301.3529140159179
-741436.2190642,-301.3047784461183
-504314.9599921,-299.48789873237615
-504314.9599818,-299.46498764902316
-504314.9599733,-299.4884333759756
-504314.9599746,-299.46848313687497
-738735.3939122,-300.07786236113725
-741973.3105418,-301.2948283415452
-741117.4386592,-301.1172448199672
-504315.1173905,-299.7211521423297
-741107.1645449,-301.11159586248976
-504319.1506464,-302.3569861470539
-504319.1506371,-302.37162174382394
-504319.1506447,-302.2341654366903
-504319.1503523,-302.3780276894708
-504318.1934986,-301.67935497972377
-504318.7758313,-301.9278025882245
-504319.4396658,-302.1726903507341
-504319.9517732,-302.51389946187174
-504320.5621051,-302.88139012004495
-740338.2107883,-300.529516331226
-504315.6804432,-299.97542935193394
-504316.9805382,-300.8890304297816
-504318.1528219,-301.64059655914156
-504319.1145578,-302.17276460583446
-504320.1184825,-302.6837729010856
-504316.5414411,-300.4759134158071
-504318.0979357,-301.39515914543585
-504319.2409316,-302.08754973132363
-504320.4811432,-302.77309894551246
-504321.7362243,-303.42726750015726
-740680.4448482,-300.4718592568189
-504314.3089775,-299.136969175127
-504314.3095169,-299.12766017413816
-504314.3093891,-299.150692298198
-504314.3095486,-299.0875936009108
-504315.2236923,-299.81152204003536
-504315.2237002,-299.76619274996557
-504315.2237002,-299.811066143558
-504315.2236832,-299.80221781585135
-504315.6424241,-300.01447609054304
-504315.6424371,-299.82063431810184
-740672.0281252,-300.64023509031915
-504315.6426712,-299.9270703538592
-504315.6426727,-300.01382933739853
-504315.6426857,-299.9190855940283
-504315.7325399,-300.0895957008138
-504317.317487,-300.43860496995023
-504318.1999702,-301.5314121456926
-504319.3632612,-302.124863763546
-504320.6380106,-302.78507669292634
-504315.6912443,-300.03084356093973
-504315.691386,-300.1441951515134
-740653.1360596,-300.5018410962637
-504315.691759,-300.12953756962844
-504315.6916941,-300.10918944366705
-504318.5373703,-301.080908362122
-504318.7063228,-302.43139694891005
-504318.7674431,-302.10130513698493
-504318.7680454,-301.99757705144003
-504318.7681659,-302.0980725269864
-504314.1532809,-298.68144454832293
-504315.6052543,-299.72742168211374
-504316.4488918,-300.24735291439623
-504314.3924859,-299.4715458244631
-504317.6737154,-300.82707028592057
-504318.9505986,-301.6901277763592
-504314.3054818,-298.24758013635795
-504314.6373884,-299.63506082135257
-504314.7034976,-299.35126692941947
-504314.7079449,-299.33036526039064
-504314.7090826,-299.2568360431401
-504314.7090922,-299.3046780811881
-504314.7090848,-299.17665909054307
-504314.7090877,-299.3049402094468
-504314.3925263,-298.8649134274408
-504314.6858555,-299.30732642654834
-504313.6918547,-297.9014172419972
-504313.9128384,-299.1373774566331
-504313.9468735,-298.92805211531146
-504313.9517153,-298.90801098091197
-504313.9529289,-298.41431607420265
-504313.952932,-298.87471378079
-504313.9529326,-298.83894549164165
-504313.9529315,-298.87523453628927
-504313.9618418,-298.8348348431128
-504315.386655,-300.356218859048
-504314.392569,-299.30572643618115
-504314.1940821,-299.2362464697249
-504314.1940804,-299.18757653875673
-504314.1940811,-299.2368856417776
-504314.1940787,-299.2285675713754
-504314.1929971,-299.2367566038347
-504313.1288466,-298.5074903221063
-504313.7344058,-298.77001669912687
-504314.5842155,-299.295574058575
-504315.2566455,-299.6850745664739
-504316.078308,-300.1784088625723
-504314.3924178,-299.4740410324331
-504314.095763,-298.97923938773334
-504314.9501656,-299.58095552769095
-504316.1023996,-300.3353311015496
-504317.077437,-300.9072276815309
-504317.8717946,-301.24028076591304
-504312.9148817,-298.4327581068128
-504313.9051705,-299.1578624381852
-504315.9604944,-300.31328440473237
-504316.5203154,-300.41199778978824
-504317.4473928,-301.1354761140558
-504314.2054119,-299.0537891152001
-504318.2995586,-301.64511115319436
-504318.5495815,-301.80616245218755
-504317.5839441,-301.2625250599589
-504318.127748,-301.3363276223192
-504319.2362346,-302.09302776402865
-504320.2380819,-302.6557699109644
-504320.8973084,-303.0158153235937
-504315.3929531,-298.4518820276968
-504315.5353461,-300.20759998350866
-504315.5721011,-299.9303802774913
-504316.5597549,-300.7261406323281
-504315.5734183,-299.9995248142985
-504315.5736902,-300.0120162802266
-504315.5736877,-299.945720056562
-504315.5739814,-300.0120292083126
-504315.5244906,-299.9494022524298
-504315.5244876,-300.1286465165217
-504315.5242851,-299.95508172845695
-504315.5242894,-300.1287706966344
-504318.2123067,-301.7479956928226
-504318.2123153,-301.7708977714154
-504317.1864573,-300.8660076598112
-504318.2123126,-301.7710661703115
-504318.2123258,-301.7553679985092
-504314.2626415,-298.5800847704813
-504314.4297094,-299.02959104229484
-504314.469076,-299.5046447598453
-504314.4717366,-299.48194964888756
-504314.4722695,-299.4724744822071
-504314.4722687,-299.46243041930234
-504314.4744478,-299.4732429535783
-504314.474447,-299.4727268343216
-504317.9215536,-301.39541378871485
-504314.4744155,-299.4726865195029
-504315.8213991,-300.02396555448075
-504315.8214577,-300.2756380089494
-504315.8214875,-300.22945907667753
-504315.8205198,-300.27527242333207
-504317.773121,-301.35567779691695
-504317.7731346,-301.6264702997654
-504317.7732633,-301.62162262125673
-504315.6624832,-299.4543360716038
-504315.797507,-299.9185068429029
-504318.5457169,-301.784119665793
-504315.8467282,-300.3531177863056
-504315.8475777,-300.38879487423264
-504315.8476829,-300.3728207926376
-504313.8764229,-299.0654912397629
-504314.5754218,-298.8780958489754
-504315.2915513,-299.8394850967078
-504315.7006095,-300.0650084836531
-504316.5998078,-300.63168701097356
-504316.4639321,-300.65691344770886
-504316.4639485,-300.633659673088
-504319.1342441,-302.13842782072277
-504316.4636284,-300.6264038055083
-504316.0239045,-300.37734578366246
-504316.0239241,-300.34292151539137
-504316.0240167,-300.3755334564801
-504317.7425118,-301.66086951696536
-504317.7426481,-301.66688105880365
-504317.7427583,-301.648972610441
-504317.7427591,-301.66337803898
-504317.7424579,-301.6518618776325
-504317.1874894,-300.4071290793452
-504314.7060667,-298.63290099076943
-504317.3233633,-301.6437991855254
-504317.3758157,-301.3013717647563
-504317.376636,-301.3814130953781
-504317.3769025,-301.34140893818346
-504315.7826956,-299.9365799174353
-504315.7826924,-299.79362390724896
-504315.7827285,-299.93873058006085
-504315.7827474,-299.9246505733132
-504313.3284647,-297.94572594159536
-504313.5225647,-299.09495385617055
-504314.9448325,-299.75714302758865
-504313.5744184,-298.91711546215856
-504313.5764563,-298.97444597764206
-504313.5770605,-298.94014905427593
-738602.6727172,-299.4937434007255
-741814.7981669,-300.8181419310514
-741009.404031,-300.55447931249586
-740998.073959,-300.4559286386374
-738590.0563732,-299.82580386808417
-741828.4572379,-301.15169167344266
-740990.5196848,-300.8918856814879
-504315.4467695,-299.82551776686756
-504314.9906465,-299.62588460969704
-740984.9376982,-300.27948258208534
-504316.7857049,-300.0687806123675
-504316.9448205,-301.03011626560675
-504316.9970223,-301.09252293594693
-504316.9980193,-301.0530695222479
-504316.9983083,-301.09597289840144
-504316.3924769,-300.5124191428575
-504317.9276186,-301.65340448465736
-504319.3695548,-302.53537506678845
-504320.5987336,-303.2421696775116
-504314.9943635,-299.50869241772943
-504321.5758692,-303.73698996633317
-504313.4219036,-297.8916145684162
-504313.6238594,-299.0298793540602
-504313.6791284,-298.9255963621569
-504313.6826919,-298.82940701060977
-504313.6833801,-298.8970138293904
-504313.6824959,-298.8810361576917
-504313.6824917,-298.8973340398842
-504313.6823785,-298.8901341597157
-504316.1143275,-300.3124756391826
-504314.9949269,-299.53893050155125
-504316.1143316,-300.3119272518223
-504316.1143453,-300.16721557156507
-741056.6743508,-299.85814981659166
-741269.9001322,-299.9289920737359
-741220.9643649,-299.9234775230383
-741218.1222704,-299.8818982893206
-504316.4376941,-300.59819274413695
-504317.9609818,-301.5646425380441
-504319.3280331,-302.39519586082133
-504320.5246557,-303.06327583449996
-504314.9949264,-299.55479136104435
-504321.5134156,-303.4457598538204
-504322.5485907,-300.82718665590903
-504318.6921744,-302.00515470148184
-504318.6921912,-302.0196362328047
-504318.6895616,-301.9741085696886
-504323.8338984,-302.1682942836333
-504315.3149857,-299.75901182505896
-504315.3149831,-299.8162738456712
-504315.3149857,-299.7630852032098
-504315.3148512,-299.8161637310898
-504314.9882134,-299.420289385898
-504316.6443118,-301.0393977592086
