DFT,MACE,num_al
-985969.4491472,-986012.9041732085,42
-1031739.940786,-1031788.2672805892,41
-1031741.344321,-1031788.3841053206,41
-1031744.864956,-1031788.6398928429,41
-1031744.882313,-1031788.6347266933,41
-1031744.894821,-1031788.6223567346,41
-1031744.898635,-1031788.6104673416,41
-1031744.905362,-1031788.6119537357,41
-1031744.908242,-1031788.6212516035,41
-1031744.910283,-1031788.6278656843,41
-1031744.911251,-1031788.6337663285,41
-1031744.9052,-1031788.6337663285,41
-1031744.876014,-1031788.6342560148,41
-1031743.467577,-1031788.516132568,41
-1031744.905882,-1031788.6339409299,41
-1031744.906656,-1031788.6339022993,41
-1031744.907585,-1031788.6340452181,41
-1031744.908317,-1031788.634244085,41
-1031744.908699,-1031788.6345517882,41
-1031744.908733,-1031788.634593823,41
-1031744.908756,-1031788.6347553959,41
-1031744.908848,-1031788.6351052027,41
-1031744.908444,-1031788.6351388891,41
-1031743.579566,-1031788.4991424617,41
-1031744.056976,-1031788.4991043635,41
-1031744.412848,-1031788.5035419546,41
-1031744.582156,-1031788.5311296013,41
-1031744.728121,-1031788.5629427392,41
-1031744.826783,-1031788.5875538435,41
-1031744.832509,-1031788.6345579778,41
-1031740.486749,-1031788.2161767215,41
-1031742.108642,-1031788.2867133159,41
-1031744.810394,-1031788.4503529862,41
-1031744.822435,-1031788.4686851411,41
-1031744.826592,-1031788.4746084978,41
-1031744.832752,-1031788.4817590058,41
-1031744.837102,-1031788.4884482535,41
-1031744.835434,-1031788.4884482536,41
-1031744.824816,-1031788.5265186122,41
-1031744.837241,-1031788.4963247753,41
-1031744.838739,-1031788.5078260434,41
-1031744.840183,-1031788.5165287284,41
-1031743.811739,-1031788.3704630514,41
-1031744.840937,-1031788.5262213667,41
-1031744.841734,-1031788.5342969171,41
-1031744.842106,-1031788.5435953041,41
-1031744.842493,-1031788.545408307,41
-1031744.842809,-1031788.5481057876,41
-1031744.842974,-1031788.5516572882,41
-1031744.843157,-1031788.5555971344,41
-1031744.843238,-1031788.5591785036,41
-1031744.843353,-1031788.5598065613,41
-1031744.843451,-1031788.5612165566,41
-1031744.123536,-1031788.3709978393,41
-1031744.843491,-1031788.5624999343,41
-1031744.843574,-1031788.5639361931,41
-1031744.843636,-1031788.5655775829,41
-1031744.843661,-1031788.5671750992,41
-1031744.843673,-1031788.5686342003,41
-1031744.835434,-1031788.4884482535,41
-1031744.824816,-1031788.5265186122,41
-1031744.837241,-1031788.4963247753,41
-1031744.838739,-1031788.5078260435,41
-1031744.840183,-1031788.5165287285,41
-1031744.303858,-1031788.3627301051,41
-1031744.840937,-1031788.5262213666,41
-1031744.841734,-1031788.5342969173,41
-1031744.842106,-1031788.5435952649,41
-1031744.842493,-1031788.5454083069,41
-1031744.842809,-1031788.5481057875,41
-1031744.842974,-1031788.5516572881,41
-1031744.843157,-1031788.5555971344,41
-1031744.843238,-1031788.5591785036,41
-1031744.843353,-1031788.5598065613,41
-1031744.843451,-1031788.5612165565,41
-1031744.421595,-1031788.356382416,41
-1031744.843491,-1031788.5624999345,41
-1031744.843574,-1031788.5639361931,41
-1031744.843636,-1031788.5655775829,41
-1031744.843661,-1031788.5671750992,41
-1031744.843673,-1031788.5686342001,41
-1031744.845326,-1031788.568838552,41
-1031744.616257,-1031788.3784286311,41
-1031744.722976,-1031788.4006910963,41
-1031744.748399,-1031788.429908863,41
-1031744.792599,-1031788.4358619377,41
-1031740.101506,-1031788.2750543231,41
-1031742.015783,-1031788.3571170636,41
-1031744.876346,-1031788.6229494762,41
-1031744.910102,-1031788.6275987454,41
-1031744.92629,-1031788.6304987681,41
-1031744.934955,-1031788.629761288,41
-1031744.942079,-1031788.6317926669,41
-1031744.945625,-1031788.6380009728,41
-1031744.948611,-1031788.6421479537,41
-1031744.950012,-1031788.6425969101,41
-1031744.922519,-1031788.6425969098,41
-1031744.892052,-1031788.6426194668,41
-1031742.021243,-1031788.357117064,41
-1031744.923396,-1031788.6428178769,41
-1031744.923965,-1031788.6429025801,41
-1031744.924098,-1031788.6428811756,41
-1031744.924451,-1031788.6428416397,41
-1031744.924797,-1031788.6427856251,41
-1031744.924971,-1031788.6426857882,41
-1031744.925049,-1031788.6426287586,41
-1031744.925115,-1031788.6425066424,41
-1031744.925178,-1031788.6425954778,41
-1031744.925231,-1031788.6428182322,41
-1031743.309182,-1031788.4475666133,41
-1031744.925278,-1031788.6427571079,41
-1031744.925306,-1031788.6426733676,41
-1031744.925066,-1031788.6426658763,41
-1031743.311402,-1031788.4203268882,41
-1031743.450562,-1031788.3763277082,41
-1031744.062719,-1031788.3442712768,41
-1031744.559427,-1031788.4266874512,41
-1031744.746091,-1031788.5612668932,41
-1031744.875139,-1031788.5689500461,41
-1077515.728238,-1077564.116224154,40
-1077517.104584,-1077564.2266722121,40
-1077520.303286,-1077564.3835125172,40
-1077520.328877,-1077564.3830864031,40
-1077520.345095,-1077564.382375023,40
-1077520.354932,-1077564.3814586506,40
-1077520.365226,-1077564.3831448052,40
-1077520.369688,-1077564.3831395982,40
-1077520.359379,-1077564.3831395982,40
-1077520.333398,-1077564.388621071,40
-1077520.360698,-1077564.384614037,40
-1077520.361164,-1077564.3863895268,40
-1077518.575165,-1077564.3693853086,40
-1077520.361738,-1077564.3867997148,40
-1077520.362257,-1077564.3868185268,40
-1077520.362534,-1077564.3868465077,40
-1077520.362968,-1077564.387316146,40
-1077520.363342,-1077564.3869532738,40
-1077520.363482,-1077564.3861124641,40
-1077520.363665,-1077564.3861276915,40
-1077520.363719,-1077564.3860655015,40
-1077520.363808,-1077564.3860135458,40
-1077520.3639,-1077564.386301771,40
-1077518.847951,-1077564.3817346331,40
-1077520.363968,-1077564.386634712,40
-1077520.364034,-1077564.3869999198,40
-1077520.36408,-1077564.3874444475,40
-1077520.364091,-1077564.3877165725,40
-1077520.363168,-1077564.3877325633,40
-1077519.300252,-1077564.3588964976,40
-1077519.742597,-1077564.3392213823,40
-1077519.944154,-1077564.336752788,40
-1077519.990007,-1077564.3425004706,40
-1077520.102178,-1077564.346163784,40
-1077520.251735,-1077564.361204003,40
-1077515.622526,-1077564.123949926,40
-1077516.992774,-1077564.2240203423,40
-1077520.376328,-1077564.3639281825,40
-1077520.377262,-1077564.3665576628,40
-1077520.387905,-1077564.3686814918,40
-1077520.401202,-1077564.3789998803,40
-1077520.410846,-1077564.3928731102,40
-1077520.413459,-1077564.398875509,40
-1077520.400614,-1077564.3988755092,40
-1077520.381172,-1077564.4040121844,40
-1077520.403844,-1077564.3999153879,40
-1077520.404388,-1077564.4001678422,40
-1077518.663144,-1077564.3803434744,40
-1077520.404531,-1077564.4006782991,40
-1077520.404779,-1077564.400842009,40
-1077520.405101,-1077564.4010351154,40
-1077520.405372,-1077564.4011237647,40
-1077520.405428,-1077564.401438521,40
-1077518.672541,-1077564.3944419946,40
-1077519.139463,-1077564.3909419533,40
-1077519.69823,-1077564.3542930651,40
-1077520.033188,-1077564.339478236,40
-1077520.124558,-1077564.3443848882,40
-1077520.27384,-1077564.3518491222,40
-1077520.332894,-1077564.3625352033,40
-1077515.13174,-1077564.0933749985,40
-1077517.181221,-1077564.1724750453,40
-1077520.341835,-1077564.3267975005,40
-1077520.3568,-1077564.3292642212,40
-1077520.365857,-1077564.3333226866,40
-1077520.370531,-1077564.3416935818,40
-1077520.373262,-1077564.3563508694,40
-1077520.374362,-1077564.3661546547,40
-1077520.375162,-1077564.36922553,40
-1077520.376315,-1077564.3714783064,40
-1077520.345335,-1077564.3714783064,40
-1077520.313343,-1077564.3739273192,40
-1077517.185994,-1077564.1724750455,40
-1077520.345979,-1077564.3720490339,40
-1077520.346459,-1077564.3721768602,40
-1077520.346787,-1077564.3723511547,40
-1077520.347182,-1077564.3723976167,40
-1077520.347308,-1077564.3725332473,40
-1077520.347279,-1077564.3725332473,40
-1077520.320496,-1077564.3734489144,40
-1077520.34579,-1077564.3735171522,40
-1077520.34744,-1077564.3727759195,40
-1077520.347499,-1077564.3731323166,40
-1077518.602,-1077564.2469690135,40
-1077520.347556,-1077564.3735211703,40
-1077520.347568,-1077564.3738429348,40
-1077520.347747,-1077564.3738750957,40
-1077519.350612,-1077564.2531524962,40
-1077519.907695,-1077564.2670246603,40
-1077520.07279,-1077564.273209922,40
-1077520.241363,-1077564.2917595957,40
-1077520.300061,-1077564.3184032496,40
-1077520.32086,-1077564.3235977453,40
-1123290.894937,-1123339.9166001587,39
-1123292.54725,-1123339.9872219884,39
-1123295.739744,-1123340.105906905,39
-1123295.762168,-1123340.1051066897,39
-1123295.778017,-1123340.1011998318,39
-1123295.785157,-1123340.0979812846,39
-1123295.787401,-1123340.103160095,39
-1123295.789111,-1123340.1133413287,39
-1123295.790114,-1123340.1200253407,39
-1123295.779699,-1123340.120025341,39
-1123295.75436,-1123340.1215041399,39
-1123295.78082,-1123340.1205033094,39
-1123294.280677,-1123340.1036143305,39
-1123295.781095,-1123340.120576077,39
-1123295.781355,-1123340.1206825646,39
-1123295.7818,-1123340.1205974047,39
-1123295.781945,-1123340.1202516297,39
-1123295.782082,-1123340.119460592,39
-1123295.782712,-1123340.1188195474,39
-1123295.782852,-1123340.1177525665,39
-1123295.783557,-1123340.117130236,39
-1123295.78295,-1123340.116997129,39
-1123294.602009,-1123340.0950665195,39
-1123294.973135,-1123340.0726467143,39
-1123295.232132,-1123340.0563716772,39
-1123295.468771,-1123340.0485178605,39
-1123295.621473,-1123340.0723777818,39
-1123295.711559,-1123340.0886964698,39
-1123295.713119,-1123340.1027678784,39
-1123290.726042,-1123339.9487421042,39
-1123292.345875,-1123340.0133737258,39
-1123295.890923,-1123340.1306603493,39
-1123295.904117,-1123340.1324846675,39
-1123295.912307,-1123340.1357386757,39
-1123295.91534,-1123340.1375146653,39
-1123295.902349,-1123340.1375146655,39
-1123295.881761,-1123340.1423359604,39
-1123295.904497,-1123340.138463185,39
-1123295.905864,-1123340.139771207,39
-1123295.906915,-1123340.141155197,39
-1123295.908033,-1123340.142634022,39
-1123294.215535,-1123340.121396267,39
-1123295.908521,-1123340.1431942678,39
-1123295.909043,-1123340.143341768,39
-1123295.909514,-1123340.143761941,39
-1123295.909886,-1123340.1441793784,39
-1123295.910235,-1123340.1447151077,39
-1123295.910565,-1123340.1451813786,39
-1123295.910814,-1123340.1455335598,39
-1123295.911038,-1123340.1460963718,39
-1123295.911322,-1123340.1464182185,39
-1123295.911511,-1123340.1465189708,39
-1123294.637715,-1123340.1058356361,39
-1123295.911736,-1123340.1468414674,39
-1123295.91194,-1123340.1471425525,39
-1123295.912113,-1123340.1471762895,39
-1123295.912187,-1123340.1473560648,39
-1123295.912309,-1123340.1474373736,39
-1123295.902349,-1123340.1375146653,39
-1123295.881761,-1123340.1423359606,39
-1123295.904497,-1123340.1384631852,39
-1123295.905864,-1123340.139771207,39
-1123295.906915,-1123340.1411551968,39
-1123295.232528,-1123340.1105728375,39
-1123295.908033,-1123340.1426340218,39
-1123295.908521,-1123340.1431942678,39
-1123295.909043,-1123340.1433417678,39
-1123295.909514,-1123340.143761941,39
-1123295.909886,-1123340.1441793784,39
-1123295.910235,-1123340.1447151075,39
-1123295.910565,-1123340.1451813788,39
-1123295.910814,-1123340.14553356,39
-1123295.911038,-1123340.1460963716,39
-1123295.911322,-1123340.146418218,39
-1123295.453032,-1123340.1133127178,39
-1123295.911511,-1123340.1465189706,39
-1123295.911736,-1123340.1468414674,39
-1123295.91194,-1123340.1471425525,39
-1123295.912113,-1123340.1471762895,39
-1123295.912187,-1123340.1473560648,39
-1123295.912309,-1123340.1474373736,39
-1123295.909973,-1123340.1474373739,39
-1123295.891081,-1123340.153538698,39
-1123295.909089,-1123340.1484487103,39
-1123295.910111,-1123340.1475760906,39
-1123295.681763,-1123340.118294904,39
-1123295.910173,-1123340.147683604,39
-1123295.910264,-1123340.1478150461,39
-1123295.910351,-1123340.1478815563,39
-1123295.910426,-1123340.1478869691,39
-1123295.910497,-1123340.147969211,39
-1123295.91056,-1123340.1479792546,39
-1123295.910606,-1123340.1479753074,39
-1123295.910642,-1123340.148241397,39
-1123295.910686,-1123340.1483132683,39
-1123295.910754,-1123340.1484414272,39
-1123295.75942,-1123340.1253424555,39
-1123295.910759,-1123340.1485053587,39
-1123295.911207,-1123340.1484780025,39
-1123295.845346,-1123340.1296430295,39
-1123295.884101,-1123340.1303045955,39
-1123290.984597,-1123339.9591949056,39
-1123292.655422,-1123340.0366250959,39
-1123295.821356,-1123340.1190313608,39
-1123295.848526,-1123340.1172828071,39
-1123295.85548,-1123340.1212663888,39
-1123295.866186,-1123340.1231188967,39
-1123295.873613,-1123340.1289593035,39
-1123295.878082,-1123340.1342185736,39
-1123295.862465,-1123340.1342185733,39
-1123295.841706,-1123340.1416187054,39
-1123295.865678,-1123340.1359310853,39
-1123295.866117,-1123340.140098024,39
-1123294.556547,-1123340.098842148,39
-1123295.866818,-1123340.1408325485,39
-1123295.867542,-1123340.1417656697,39
-1123295.867932,-1123340.1426064505,39
-1123295.868156,-1123340.143621333,39
-1123295.868212,-1123340.1450566193,39
-1123295.868354,-1123340.1454411056,39
-1123295.868485,-1123340.146298508,39
-1123295.868533,-1123340.1472015777,39
-1123295.866848,-1123340.147401906,39
-1123294.67023,-1123340.0770699321,39
-1123295.263576,-1123340.0820575075,39
-1123295.385326,-1123340.0915674453,39
-1123295.609973,-1123340.098983691,39
-1123295.700841,-1123340.1127341844,39
-1123295.776113,-1123340.1253324095,39
-1123295.802832,-1123340.1251909053,39
-1169066.360431,-1169115.7662653015,38
-1169067.536754,-1169115.8533758968,38
-1169071.209497,-1169115.9527578633,38
-1169071.253246,-1169115.943726379,38
-1169071.284484,-1169115.9276304413,38
-1169071.299398,-1169115.8960408843,38
-1169071.299637,-1169115.8689940844,38
-1169071.290187,-1169115.8689940842,38
-1169071.291888,-1169115.8726636316,38
-1169071.295384,-1169115.8749388636,38
-1169071.299756,-1169115.876257609,38
-1169071.305085,-1169115.8761995977,38
-1169069.017265,-1169115.9748431765,38
-1169071.305739,-1169115.875794721,38
-1169071.307001,-1169115.876722217,38
-1169071.307881,-1169115.8761657807,38
-1169071.308572,-1169115.8763364507,38
-1169071.309092,-1169115.8772688848,38
